premise	hypothesis	label
这块斜纹棉布是巨大的。	这块斜纹棉布是非常巨大的。	not_entailment
这块斜纹棉布是非常巨大的。	这块斜纹棉布是巨大的。	entailment
这个时钟是古怪的。	这个时钟是非常古怪的。	not_entailment
这个时钟是非常古怪的。	这个时钟是古怪的。	entailment
这个计划是有趣的。	这个计划是非常有趣的。	not_entailment
这个计划是非常有趣的。	这个计划是有趣的。	entailment
这次工作是困难的。	这次工作是非常困难的。	not_entailment
这次工作是非常困难的。	这次工作是困难的。	entailment
这头水牛是肥胖的。	这头水牛是非常肥胖的。	not_entailment
这头水牛是非常肥胖的。	这头水牛是肥胖的。	entailment
这数据是巨大的。	这数据是非常巨大的。	not_entailment
这数据是非常巨大的。	这数据是巨大的。	entailment
这条路是丑陋的。	这条路是非常丑陋的。	not_entailment
这条路是非常丑陋的。	这条路是丑陋的。	entailment
这段对话是滑稽的。	这段对话是非常滑稽的。	not_entailment
这段对话是非常滑稽的。	这段对话是滑稽的。	entailment
这个真相是宝贵的。	这个真相是非常宝贵的。	not_entailment
这个真相是非常宝贵的。	这个真相是宝贵的。	entailment
这个装饰是糟糕的。	这个装饰是非常糟糕的。	not_entailment
这个装饰是非常糟糕的。	这个装饰是糟糕的。	entailment
这个戒指是宝贵的。	这个戒指是非常宝贵的。	not_entailment
这个戒指是非常宝贵的。	这个戒指是宝贵的。	entailment
这道数学题是困难的。	这道数学题是非常困难的。	not_entailment
这道数学题是非常困难的。	这道数学题是困难的。	entailment
这个名称是滑稽的。	这个名称是非常滑稽的。	not_entailment
这个名称是非常滑稽的。	这个名称是滑稽的。	entailment
这个镇子是热闹的。	这个镇子是非常热闹的。	not_entailment
这个镇子是非常热闹的。	这个镇子是热闹的。	entailment
这个体裁是成熟的。	这个体裁是非常成熟的。	not_entailment
这个体裁是非常成熟的。	这个体裁是成熟的。	entailment
这片沙漠是干燥的。	这片沙漠是非常干燥的。	not_entailment
这片沙漠是非常干燥的。	这片沙漠是干燥的。	entailment
这个团队是能干的。	这个团队是非常能干的。	not_entailment
这个团队是非常能干的。	这个团队是能干的。	entailment
这种表示是误导的。	这种表示是非常误导的。	not_entailment
这种表示是非常误导的。	这种表示是误导的。	entailment
这个结局是暴力的。	这个结局是非常暴力的。	not_entailment
这个结局是非常暴力的。	这个结局是暴力的。	entailment
这个峡谷是美丽的。	这个峡谷是非常美丽的。	not_entailment
这个峡谷是非常美丽的。	这个峡谷是美丽的。	entailment
这气候是糟糕的。	这气候是非常糟糕的。	not_entailment
这气候是非常糟糕的。	这气候是糟糕的。	entailment
这种蓝色是漂亮的。	这种蓝色是非常漂亮的。	not_entailment
这种蓝色是非常漂亮的。	这种蓝色是漂亮的。	entailment
这种病是特别的。	这种病是非常特别的。	not_entailment
这种病是非常特别的。	这种病是特别的。	entailment
这个沙滩是潮湿的。	这个沙滩是非常潮湿的。	not_entailment
这个沙滩是非常潮湿的。	这个沙滩是潮湿的。	entailment
这个阴影是怪异的。	这个阴影是非常怪异的。	not_entailment
这个阴影是非常怪异的。	这个阴影是怪异的。	entailment
这个特许经销权是宝贵的。	这个特许经销权是非常宝贵的。	not_entailment
这个特许经销权是非常宝贵的。	这个特许经销权是宝贵的。	entailment
这个站台是宝贵的。	这个站台是非常宝贵的。	not_entailment
这个站台是非常宝贵的。	这个站台是宝贵的。	entailment
这个地板是干燥的。	这个地板是非常干燥的。	not_entailment
这个地板是非常干燥的。	这个地板是干燥的。	entailment
这段历史是美丽的。	这段历史是非常美丽的。	not_entailment
这段历史是非常美丽的。	这段历史是美丽的。	entailment
这网络是高效的。	这网络是非常高效的。	not_entailment
这网络是非常高效的。	这网络是高效的。	entailment
这本书是恐怖的。	这本书是非常恐怖的。	not_entailment
这本书是非常恐怖的。	这本书是恐怖的。	entailment
这个手杖是糟糕的。	这个手杖是非常糟糕的。	not_entailment
这个手杖是非常糟糕的。	这个手杖是糟糕的。	entailment
这段关系是个人的。	这段关系是非常个人的。	not_entailment
这段关系是非常个人的。	这段关系是个人的。	entailment
这金融模式是高效的。	这金融模式是非常高效的。	not_entailment
这金融模式是非常高效的。	这金融模式是高效的。	entailment
这次预测是积极的。	这次预测是非常积极的。	not_entailment
这次预测是非常积极的。	这次预测是积极的。	entailment
这次圣诞节是邻近的。	这次圣诞节是非常邻近的。	not_entailment
这次圣诞节是非常邻近的。	这次圣诞节是邻近的。	entailment
这只芦苇是干枯的。	这只芦苇是非常干枯的。	not_entailment
这只芦苇是非常干枯的。	这只芦苇是干枯的。	entailment
史密斯一家是不错的。	史密斯一家是非常不错的。	not_entailment
史密斯一家是非常不错的。	史密斯一家是不错的。	entailment
这名领导是虚弱的。	这名领导是非常虚弱的。	not_entailment
这名领导是非常虚弱的。	这名领导是虚弱的。	entailment
这个差别是糟糕的。	这个差别是非常糟糕的。	not_entailment
这个差别是非常糟糕的。	这个差别是糟糕的。	entailment
这神谕是神奇的。	这神谕是非常神奇的。	not_entailment
这神谕是非常神奇的。	这神谕是神奇的。	entailment
这杯咖啡是苦涩的。	这杯咖啡是非常苦涩的。	not_entailment
这杯咖啡是非常苦涩的。	这杯咖啡是苦涩的。	entailment
这个陈述是误导的。	这个陈述是非常误导的。	not_entailment
这个陈述是非常误导的。	这个陈述是误导的。	entailment
这首说唱是悲伤的。	这首说唱是非常悲伤的。	not_entailment
这首说唱是非常悲伤的。	这首说唱是悲伤的。	entailment
这块斜纹棉布是肮脏的。	这块斜纹棉布是非常肮脏的。	not_entailment
这块斜纹棉布是非常肮脏的。	这块斜纹棉布是肮脏的。	entailment
这个身份是个人的。	这个身份是非常个人的。	not_entailment
这个身份是非常个人的。	这个身份是个人的。	entailment
这另外的是昂贵的。	这另外的是非常昂贵的。	not_entailment
这另外的是非常昂贵的。	这另外的是昂贵的。	entailment
这本小说是怪异的。	这本小说是非常怪异的。	not_entailment
这本小说是非常怪异的。	这本小说是怪异的。	entailment
这个集市是活跃的。	这个集市是非常活跃的。	not_entailment
这个集市是非常活跃的。	这个集市是活跃的。	entailment
这种条件是少见的。	这种条件是非常少见的。	not_entailment
这种条件是非常少见的。	这种条件是少见的。	entailment
这空气是潮湿的。	这空气是非常潮湿的。	not_entailment
这空气是非常潮湿的。	这空气是潮湿的。	entailment
这个系统是虚弱的。	这个系统是非常虚弱的。	not_entailment
这个系统是非常虚弱的。	这个系统是虚弱的。	entailment
这块冰是透明的。	这块冰是非常透明的。	not_entailment
这块冰是非常透明的。	这块冰是透明的。	entailment
这个世界是丰富的。	这个世界是非常丰富的。	not_entailment
这个世界是非常丰富的。	这个世界是丰富的。	entailment
这名法官是失望的。	这名法官是非常失望的。	not_entailment
这名法官是非常失望的。	这名法官是失望的。	entailment
这些牛肉是丰富的。	这些牛肉是非常丰富的。	not_entailment
这些牛肉是非常丰富的。	这些牛肉是丰富的。	entailment
这种糖果是美味的。	这种糖果是非常美味的。	not_entailment
这种糖果是非常美味的。	这种糖果是美味的。	entailment
这表面是潮湿的。	这表面是非常潮湿的。	not_entailment
这表面是非常潮湿的。	这表面是潮湿的。	entailment
这些人是饥饿的。	这些人是非常饥饿的。	not_entailment
这些人是非常饥饿的。	这些人是饥饿的。	entailment
这片刻是凄凉的。	这片刻是非常凄凉的。	not_entailment
这片刻是非常凄凉的。	这片刻是凄凉的。	entailment
这部电影是恐怖的。	这部电影是非常恐怖的。	not_entailment
这部电影是非常恐怖的。	这部电影是恐怖的。	entailment
这个形状是特别的。	这个形状是非常特别的。	not_entailment
这个形状是非常特别的。	这个形状是特别的。	entailment
这个购物者是优美的。	这个购物者是非常优美的。	not_entailment
这个购物者是非常优美的。	这个购物者是优美的。	entailment
这个结论是暴力的。	这个结论是非常暴力的。	not_entailment
这个结论是非常暴力的。	这个结论是暴力的。	entailment
这次奥林匹克大会是失望的。	这次奥林匹克大会是非常失望的。	not_entailment
这次奥林匹克大会是非常失望的。	这次奥林匹克大会是失望的。	entailment
这条路是安静的。	这条路是非常安静的。	not_entailment
这条路是非常安静的。	这条路是安静的。	entailment
这水果是美味的。	这水果是非常美味的。	not_entailment
这水果是非常美味的。	这水果是美味的。	entailment
这个机场是拥挤的。	这个机场是非常拥挤的。	not_entailment
这个机场是非常拥挤的。	这个机场是拥挤的。	entailment
这个男人是迷人的。	这个男人是非常迷人的。	not_entailment
这个男人是非常迷人的。	这个男人是迷人的。	entailment
这个温度是寒冷的。	这个温度是非常寒冷的。	not_entailment
这个温度是非常寒冷的。	这个温度是寒冷的。	entailment
这部电影是愚蠢的。	这部电影是非常愚蠢的。	not_entailment
这部电影是非常愚蠢的。	这部电影是愚蠢的。	entailment
这个场景是暴力的。	这个场景是非常暴力的。	not_entailment
这个场景是非常暴力的。	这个场景是暴力的。	entailment
史密斯一家是古老的。	史密斯一家是非常古老的。	not_entailment
史密斯一家是非常古老的。	史密斯一家是古老的。	entailment
这天气是寒冷的。	这天气是非常寒冷的。	not_entailment
这天气是非常寒冷的。	这天气是寒冷的。	entailment
这个梦是怪异的。	这个梦是非常怪异的。	not_entailment
这个梦是非常怪异的。	这个梦是怪异的。	entailment
这个案例是有趣的。	这个案例是非常有趣的。	not_entailment
这个案例是非常有趣的。	这个案例是有趣的。	entailment
这片树林是美丽的。	这片树林是非常美丽的。	not_entailment
这片树林是非常美丽的。	这片树林是美丽的。	entailment
这名医生是干净的。	这名医生是非常干净的。	not_entailment
这名医生是非常干净的。	这名医生是干净的。	entailment
这个机器是聪明的。	这个机器是非常聪明的。	not_entailment
这个机器是非常聪明的。	这个机器是聪明的。	entailment
这只猫是滑稽的。	这只猫是非常滑稽的。	not_entailment
这只猫是非常滑稽的。	这只猫是滑稽的。	entailment
这个广告是误导的。	这个广告是非常误导的。	not_entailment
这个广告是非常误导的。	这个广告是误导的。	entailment
这个海湾是漂亮的。	这个海湾是非常漂亮的。	not_entailment
这个海湾是非常漂亮的。	这个海湾是漂亮的。	entailment
这片树林是宝贵的。	这片树林是非常宝贵的。	not_entailment
这片树林是非常宝贵的。	这片树林是宝贵的。	entailment
这瓶果汁是香甜的。	这瓶果汁是非常香甜的。	not_entailment
这瓶果汁是非常香甜的。	这瓶果汁是香甜的。	entailment
这个论点是片面的。	这个论点是非常片面的。	not_entailment
这个论点是非常片面的。	这个论点是片面的。	entailment
这个办公室是拥挤的。	这个办公室是非常拥挤的。	not_entailment
这个办公室是非常拥挤的。	这个办公室是拥挤的。	entailment
亚历山大是年轻的。	亚历山大是非常年轻的。	not_entailment
亚历山大是非常年轻的。	亚历山大是年轻的。	entailment
这个顾客是聪明的。	这个顾客是非常聪明的。	not_entailment
这个顾客是非常聪明的。	这个顾客是聪明的。	entailment
这台计算机是高效的。	这台计算机是非常高效的。	not_entailment
这台计算机是非常高效的。	这台计算机是高效的。	entailment
这个公爵是迷人的。	这个公爵是非常迷人的。	not_entailment
这个公爵是非常迷人的。	这个公爵是迷人的。	entailment
这种水果是香甜的。	这种水果是非常香甜的。	not_entailment
这种水果是非常香甜的。	这种水果是香甜的。	entailment
这个实况报道是个人的。	这个实况报道是非常个人的。	not_entailment
这个实况报道是非常个人的。	这个实况报道是个人的。	entailment
这个客户是成熟的。	这个客户是非常成熟的。	not_entailment
这个客户是非常成熟的。	这个客户是成熟的。	entailment
这个作用是高效的。	这个作用是非常高效的。	not_entailment
这个作用是非常高效的。	这个作用是高效的。	entailment
这前者是特别的。	这前者是非常特别的。	not_entailment
这前者是非常特别的。	这前者是特别的。	entailment
这个收藏品是个人的。	这个收藏品是非常个人的。	not_entailment
这个收藏品是非常个人的。	这个收藏品是个人的。	entailment
这片沼泽是潮湿的。	这片沼泽是非常潮湿的。	not_entailment
这片沼泽是非常潮湿的。	这片沼泽是潮湿的。	entailment
这个小孩是疯狂的。	这个小孩是非常疯狂的。	not_entailment
这个小孩是非常疯狂的。	这个小孩是疯狂的。	entailment
这个解决方案是不错的。	这个解决方案是非常不错的。	not_entailment
这个解决方案是非常不错的。	这个解决方案是不错的。	entailment
这次集中是合适的。	这次集中是非常合适的。	not_entailment
这次集中是非常合适的。	这次集中是合适的。	entailment
这段历史是古老的。	这段历史是非常古老的。	not_entailment
这段历史是非常古老的。	这段历史是古老的。	entailment
亚历山大是附近的。	亚历山大是非常附近的。	not_entailment
亚历山大是非常附近的。	亚历山大是附近的。	entailment
亚历山大是热情的。	亚历山大是非常热情的。	not_entailment
亚历山大是非常热情的。	亚历山大是热情的。	entailment
这个结论是有趣的。	这个结论是非常有趣的。	not_entailment
这个结论是非常有趣的。	这个结论是有趣的。	entailment
这块皮革是潮湿的。	这块皮革是非常潮湿的。	not_entailment
这块皮革是非常潮湿的。	这块皮革是潮湿的。	entailment
这个领导是误导的。	这个领导是非常误导的。	not_entailment
这个领导是非常误导的。	这个领导是误导的。	entailment
这段时间是短暂的。	这段时间是非常短暂的。	not_entailment
这段时间是非常短暂的。	这段时间是短暂的。	entailment
这次离去是困难的。	这次离去是非常困难的。	not_entailment
这次离去是非常困难的。	这次离去是困难的。	entailment
吉米一家是古怪的。	吉米一家是非常古怪的。	not_entailment
吉米一家是非常古怪的。	吉米一家是古怪的。	entailment
这次修理是容易的。	这次修理是非常容易的。	not_entailment
这次修理是非常容易的。	这次修理是容易的。	entailment
这次投资是宝贵的。	这次投资是非常宝贵的。	not_entailment
这次投资是非常宝贵的。	这次投资是宝贵的。	entailment
这个景色是漂亮的。	这个景色是非常漂亮的。	not_entailment
这个景色是非常漂亮的。	这个景色是漂亮的。	entailment
这只狗是愚蠢的。	这只狗是非常愚蠢的。	not_entailment
这只狗是非常愚蠢的。	这只狗是愚蠢的。	entailment
这个食物是美味的。	这个食物是非常美味的。	not_entailment
这个食物是非常美味的。	这个食物是美味的。	entailment
这首歌曲是怪异的。	这首歌曲是非常怪异的。	not_entailment
这首歌曲是非常怪异的。	这首歌曲是怪异的。	entailment
以太网是高效的。	以太网是非常高效的。	not_entailment
以太网是非常高效的。	以太网是高效的。	entailment
这位顾客是高效的。	这位顾客是非常高效的。	not_entailment
这位顾客是非常高效的。	这位顾客是高效的。	entailment
史密斯一家是高效的。	史密斯一家是非常高效的。	not_entailment
史密斯一家是非常高效的。	史密斯一家是高效的。	entailment
这部电影是悲伤的。	这部电影是非常悲伤的。	not_entailment
这部电影是非常悲伤的。	这部电影是悲伤的。	entailment
这个地板是暗淡的。	这个地板是非常暗淡的。	not_entailment
这个地板是非常暗淡的。	这个地板是暗淡的。	entailment
这块混凝土是潮湿的。	这块混凝土是非常潮湿的。	not_entailment
这块混凝土是非常潮湿的。	这块混凝土是潮湿的。	entailment
这个陶器是特别的。	这个陶器是非常特别的。	not_entailment
这个陶器是非常特别的。	这个陶器是特别的。	entailment
这种做法是少见的。	这种做法是非常少见的。	not_entailment
这种做法是非常少见的。	这种做法是少见的。	entailment
这给结合体是特别的。	这给结合体是非常特别的。	not_entailment
这给结合体是非常特别的。	这给结合体是特别的。	entailment
这种算法是高效的。	这种算法是非常高效的。	not_entailment
这种算法是非常高效的。	这种算法是高效的。	entailment
布兰妮是悲伤的。	布兰妮是非常悲伤的。	not_entailment
布兰妮是非常悲伤的。	布兰妮是悲伤的。	entailment
这间别墅是丑陋的。	这间别墅是非常丑陋的。	not_entailment
这间别墅是非常丑陋的。	这间别墅是丑陋的。	entailment
这位公爵是失望的。	这位公爵是非常失望的。	not_entailment
这位公爵是非常失望的。	这位公爵是失望的。	entailment
这科学是简单的。	这科学是非常简单的。	not_entailment
这科学是非常简单的。	这科学是简单的。	entailment
这个故事是古怪的。	这个故事是非常古怪的。	not_entailment
这个故事是非常古怪的。	这个故事是古怪的。	entailment
这神谕是著名的。	这神谕是非常著名的。	not_entailment
这神谕是非常著名的。	这神谕是著名的。	entailment
这杯啤酒是寒冷的。	这杯啤酒是非常寒冷的。	not_entailment
这杯啤酒是非常寒冷的。	这杯啤酒是寒冷的。	entailment
这个真相是肮脏的。	这个真相是非常肮脏的。	not_entailment
这个真相是非常肮脏的。	这个真相是肮脏的。	entailment
这个东西是美味的。	这个东西是非常美味的。	not_entailment
这个东西是非常美味的。	这个东西是美味的。	entailment
这次聚会是热闹的。	这次聚会是非常热闹的。	not_entailment
这次聚会是非常热闹的。	这次聚会是热闹的。	entailment
亚历山大是疲倦的。	亚历山大是非常疲倦的。	not_entailment
亚历山大是非常疲倦的。	亚历山大是疲倦的。	entailment
这个顺序是古怪的。	这个顺序是非常古怪的。	not_entailment
这个顺序是非常古怪的。	这个顺序是古怪的。	entailment
这神谕是智慧的。	这神谕是非常智慧的。	not_entailment
这神谕是非常智慧的。	这神谕是智慧的。	entailment
这个情况是有趣的。	这个情况是非常有趣的。	not_entailment
这个情况是非常有趣的。	这个情况是有趣的。	entailment
这首歌曲是恐怖的。	这首歌曲是非常恐怖的。	not_entailment
这首歌曲是非常恐怖的。	这首歌曲是恐怖的。	entailment
这首音乐是合适的。	这首音乐是非常合适的。	not_entailment
这首音乐是非常合适的。	这首音乐是合适的。	entailment
这间别墅是美好的。	这间别墅是非常美好的。	not_entailment
这间别墅是非常美好的。	这间别墅是美好的。	entailment
这个收藏品是著名的。	这个收藏品是非常著名的。	not_entailment
这个收藏品是非常著名的。	这个收藏品是著名的。	entailment
这个角是古怪的。	这个角是非常古怪的。	not_entailment
这个角是非常古怪的。	这个角是古怪的。	entailment
这个关系是成熟的。	这个关系是非常成熟的。	not_entailment
这个关系是非常成熟的。	这个关系是成熟的。	entailment
这次行动是快速的。	这次行动是非常快速的。	not_entailment
这次行动是非常快速的。	这次行动是快速的。	entailment
这口味是单薄的。	这口味是非常单薄的。	not_entailment
这口味是非常单薄的。	这口味是单薄的。	entailment
这个地毯是干净的。	这个地毯是非常干净的。	not_entailment
这个地毯是非常干净的。	这个地毯是干净的。	entailment
这块脂肪是肥胖的。	这块脂肪是非常肥胖的。	not_entailment
这块脂肪是非常肥胖的。	这块脂肪是肥胖的。	entailment
这块镜子是干净的。	这块镜子是非常干净的。	not_entailment
这块镜子是非常干净的。	这块镜子是干净的。	entailment
这个课题是个人的。	这个课题是非常个人的。	not_entailment
这个课题是非常个人的。	这个课题是个人的。	entailment
布兰妮是可爱的。	布兰妮是非常可爱的。	not_entailment
布兰妮是非常可爱的。	布兰妮是可爱的。	entailment
这个dvd是损坏的。	这个dvd是非常损坏的。	not_entailment
这个dvd是非常损坏的。	这个dvd是损坏的。	entailment
这种药物是昂贵的。	这种药物是非常昂贵的。	not_entailment
这种药物是非常昂贵的。	这种药物是昂贵的。	entailment
这间演播室是拥挤的。	这间演播室是非常拥挤的。	not_entailment
这间演播室是非常拥挤的。	这间演播室是拥挤的。	entailment
这段历史是有趣的。	这段历史是非常有趣的。	not_entailment
这段历史是非常有趣的。	这段历史是有趣的。	entailment
这个顾客是烦人的。	这个顾客是非常烦人的。	not_entailment
这个顾客是非常烦人的。	这个顾客是烦人的。	entailment
这个目标是容易的。	这个目标是非常容易的。	not_entailment
这个目标是非常容易的。	这个目标是容易的。	entailment
这陶器是古老的。	这陶器是非常古老的。	not_entailment
这陶器是非常古老的。	这陶器是古老的。	entailment
这次安排是古怪的。	这次安排是非常古怪的。	not_entailment
这次安排是非常古怪的。	这次安排是古怪的。	entailment
这现实是恐怖的。	这现实是非常恐怖的。	not_entailment
这现实是非常恐怖的。	这现实是恐怖的。	entailment
这个商场是拥挤的。	这个商场是非常拥挤的。	not_entailment
这个商场是非常拥挤的。	这个商场是拥挤的。	entailment
这内部是丑陋的。	这内部是非常丑陋的。	not_entailment
这内部是非常丑陋的。	这内部是丑陋的。	entailment
这现在是必需的。	这现在是非常必需的。	not_entailment
这现在是非常必需的。	这现在是必需的。	entailment
这个想法是糟糕的。	这个想法是非常糟糕的。	not_entailment
这个想法是非常糟糕的。	这个想法是糟糕的。	entailment
这款产品是昂贵的。	这款产品是非常昂贵的。	not_entailment
这款产品是非常昂贵的。	这款产品是昂贵的。	entailment
这个描述是误导的。	这个描述是非常误导的。	not_entailment
这个描述是非常误导的。	这个描述是误导的。	entailment
这只鲨鱼是饥饿的。	这只鲨鱼是非常饥饿的。	not_entailment
这只鲨鱼是非常饥饿的。	这只鲨鱼是饥饿的。	entailment
这个回答是聪明的。	这个回答是非常聪明的。	not_entailment
这个回答是非常聪明的。	这个回答是聪明的。	entailment
这个味道是糟糕的。	这个味道是非常糟糕的。	not_entailment
这个味道是非常糟糕的。	这个味道是糟糕的。	entailment
这杯茶叶是滚烫的。	这杯茶叶是非常滚烫的。	not_entailment
这杯茶叶是非常滚烫的。	这杯茶叶是滚烫的。	entailment
这片地毯是肮脏的。	这片地毯是非常肮脏的。	not_entailment
这片地毯是非常肮脏的。	这片地毯是肮脏的。	entailment
这瓶果汁是美味的。	这瓶果汁是非常美味的。	not_entailment
这瓶果汁是非常美味的。	这瓶果汁是美味的。	entailment
这个故事是特别的。	这个故事是非常特别的。	not_entailment
这个故事是非常特别的。	这个故事是特别的。	entailment
这首说唱是滑稽的。	这首说唱是非常滑稽的。	not_entailment
这首说唱是非常滑稽的。	这首说唱是滑稽的。	entailment
这块土砖是潮湿的。	这块土砖是非常潮湿的。	not_entailment
这块土砖是非常潮湿的。	这块土砖是潮湿的。	entailment
月球是漂亮的。	月球是非常漂亮的。	not_entailment
月球是非常漂亮的。	月球是漂亮的。	entailment
这个小孩是愚蠢的。	这个小孩是非常愚蠢的。	not_entailment
这个小孩是非常愚蠢的。	这个小孩是愚蠢的。	entailment
这名医生是快乐的。	这名医生是非常快乐的。	not_entailment
这名医生是非常快乐的。	这名医生是快乐的。	entailment
这个面包是纤薄的。	这个面包是非常纤薄的。	not_entailment
这个面包是非常纤薄的。	这个面包是纤薄的。	entailment
这项机械装置是高效的。	这项机械装置是非常高效的。	not_entailment
这项机械装置是非常高效的。	这项机械装置是高效的。	entailment
这位公爵是肥胖的。	这位公爵是非常肥胖的。	not_entailment
