premise	hypothesis	label
这片海洋是我所见过最危险的海洋。	这片海洋是世界上最危险的海洋。	not_entailment
这片海洋是世界上最危险的海洋。	这片海洋是我所见过最危险的海洋。	entailment
这个天花板是我所见过最脆弱的天花板。	这个天花板是世界上最脆弱的天花板。	not_entailment
这个天花板是世界上最脆弱的天花板。	这个天花板是我所见过最脆弱的天花板。	entailment
这个回应是我所见过最模糊的回应。	这个回应是世界上最模糊的回应。	not_entailment
这个回应是世界上最模糊的回应。	这个回应是我所见过最模糊的回应。	entailment
这位公主是我所见过最脆弱的公主。	这位公主是世界上最脆弱的公主。	not_entailment
这位公主是世界上最脆弱的公主。	这位公主是我所见过最脆弱的公主。	entailment
这一次打击是我所见过最沉重的打击。	这一次打击是世界上最沉重的打击。	not_entailment
这一次打击是世界上最沉重的打击。	这一次打击是我所见过最沉重的打击。	entailment
这个球是我所见过最沉重的球。	这个球是世界上最沉重的球。	not_entailment
这个球是世界上最沉重的球。	这个球是我所见过最沉重的球。	entailment
这种木头是我所见过最潮湿的木头。	这种木头是世界上最潮湿的木头。	not_entailment
这种木头是世界上最潮湿的木头。	这种木头是我所见过最潮湿的木头。	entailment
这个场地是我所见过最合适的场地。	这个场地是世界上最合适的场地。	not_entailment
这个场地是世界上最合适的场地。	这个场地是我所见过最合适的场地。	entailment
这个答复是我所见过最含糊的答复。	这个答复是世界上最含糊的答复。	not_entailment
这个答复是世界上最含糊的答复。	这个答复是我所见过最含糊的答复。	entailment
这个结果是我所见过最正常的结果。	这个结果是世界上最正常的结果。	not_entailment
这个结果是世界上最正常的结果。	这个结果是我所见过最正常的结果。	entailment
这种健康是我所见过最重要的健康。	这种健康是世界上最重要的健康。	not_entailment
这种健康是世界上最重要的健康。	这种健康是我所见过最重要的健康。	entailment
这个地区是我所见过最贫穷的地区。	这个地区是世界上最贫穷的地区。	not_entailment
这个地区是世界上最贫穷的地区。	这个地区是我所见过最贫穷的地区。	entailment
这种演出是我所见过最杰出的演出。	这种演出是世界上最杰出的演出。	not_entailment
这种演出是世界上最杰出的演出。	这种演出是我所见过最杰出的演出。	entailment
这个电台是我所见过最独立的电台。	这个电台是世界上最独立的电台。	not_entailment
这个电台是世界上最独立的电台。	这个电台是我所见过最独立的电台。	entailment
这台手术是我所见过最完整的手术。	这台手术是世界上最完整的手术。	not_entailment
这台手术是世界上最完整的手术。	这台手术是我所见过最完整的手术。	entailment
这本小册子是我所见过最新颖的小册子。	这本小册子是世界上最新颖的小册子。	not_entailment
这本小册子是世界上最新颖的小册子。	这本小册子是我所见过最新颖的小册子。	entailment
这个未来是我所见过最光明的未来。	这个未来是世界上最光明的未来。	not_entailment
这个未来是世界上最光明的未来。	这个未来是我所见过最光明的未来。	entailment
这张票是我所见过最昂贵的票。	这张票是世界上最昂贵的票。	not_entailment
这张票是世界上最昂贵的票。	这张票是我所见过最昂贵的票。	entailment
这个体育场是我所见过最寒冷的体育场。	这个体育场是世界上最寒冷的体育场。	not_entailment
这个体育场是世界上最寒冷的体育场。	这个体育场是我所见过最寒冷的体育场。	entailment
这个结果是我所见过最贫穷的结果。	这个结果是世界上最贫穷的结果。	not_entailment
这个结果是世界上最贫穷的结果。	这个结果是我所见过最贫穷的结果。	entailment
这份工资是我所见过最微薄的工资。	这份工资是世界上最微薄的工资。	not_entailment
这份工资是世界上最微薄的工资。	这份工资是我所见过最微薄的工资。	entailment
这位女王是我所见过最幸福的女王。	这位女王是世界上最幸福的女王。	not_entailment
这位女王是世界上最幸福的女王。	这位女王是我所见过最幸福的女王。	entailment
这个成本是我所见过最昂贵的成本。	这个成本是世界上最昂贵的成本。	not_entailment
这个成本是世界上最昂贵的成本。	这个成本是我所见过最昂贵的成本。	entailment
这个空间是我所见过最狭窄的空间。	这个空间是世界上最狭窄的空间。	not_entailment
这个空间是世界上最狭窄的空间。	这个空间是我所见过最狭窄的空间。	entailment
这个星球是我所见过最年轻的星球。	这个星球是世界上最年轻的星球。	not_entailment
这个星球是世界上最年轻的星球。	这个星球是我所见过最年轻的星球。	entailment
这本精装书是我所见过最沉重的精装书。	这本精装书是世界上最沉重的精装书。	not_entailment
这本精装书是世界上最沉重的精装书。	这本精装书是我所见过最沉重的精装书。	entailment
这个行业是我所见过最疯狂的行业。	这个行业是世界上最疯狂的行业。	not_entailment
这个行业是世界上最疯狂的行业。	这个行业是我所见过最疯狂的行业。	entailment
这种陶器是我所见过最庞大的陶器。	这种陶器是世界上最庞大的陶器。	not_entailment
这种陶器是世界上最庞大的陶器。	这种陶器是我所见过最庞大的陶器。	entailment
这个风险是我所见过最巨大的风险。	这个风险是世界上最巨大的风险。	not_entailment
这个风险是世界上最巨大的风险。	这个风险是我所见过最巨大的风险。	entailment
这本推荐书是我所见过最有用的推荐书。	这本推荐书是世界上最有用的推荐书。	not_entailment
这本推荐书是世界上最有用的推荐书。	这本推荐书是我所见过最有用的推荐书。	entailment
这本手册是我所见过最简短的手册。	这本手册是世界上最简短的手册。	not_entailment
这本手册是世界上最简短的手册。	这本手册是我所见过最简短的手册。	entailment
这片水域是我所见过最滚烫的水域。	这片水域是世界上最滚烫的水域。	not_entailment
这片水域是世界上最滚烫的水域。	这片水域是我所见过最滚烫的水域。	entailment
这间公寓是我所见过最干净的公寓。	这间公寓是世界上最干净的公寓。	not_entailment
这间公寓是世界上最干净的公寓。	这间公寓是我所见过最干净的公寓。	entailment
这个未来是我所见过最有趣的未来。	这个未来是世界上最有趣的未来。	not_entailment
这个未来是世界上最有趣的未来。	这个未来是我所见过最有趣的未来。	entailment
这个家伙是我所见过最恶心的家伙。	这个家伙是世界上最恶心的家伙。	not_entailment
这个家伙是世界上最恶心的家伙。	这个家伙是我所见过最恶心的家伙。	entailment
这位消费者是我所见过最幸福的消费者。	这位消费者是世界上最幸福的消费者。	not_entailment
这位消费者是世界上最幸福的消费者。	这位消费者是我所见过最幸福的消费者。	entailment
这片海洋是我所见过最寒冷的海洋。	这片海洋是世界上最寒冷的海洋。	not_entailment
这片海洋是世界上最寒冷的海洋。	这片海洋是我所见过最寒冷的海洋。	entailment
这条路是我所见过最漫长的路。	这条路是世界上最漫长的路。	not_entailment
这条路是世界上最漫长的路。	这条路是我所见过最漫长的路。	entailment
这种陶器是我所见过最宽大的陶器。	这种陶器是世界上最宽大的陶器。	not_entailment
这种陶器是世界上最宽大的陶器。	这种陶器是我所见过最宽大的陶器。	entailment
这种注射是我所见过最直接的注射。	这种注射是世界上最直接的注射。	not_entailment
这种注射是世界上最直接的注射。	这种注射是我所见过最直接的注射。	entailment
这个词是我所见过最简单的词。	这个词是世界上最简单的词。	not_entailment
这个词是世界上最简单的词。	这个词是我所见过最简单的词。	entailment
这种情节是我所见过最单薄的情节。	这种情节是世界上最单薄的情节。	not_entailment
这种情节是世界上最单薄的情节。	这种情节是我所见过最单薄的情节。	entailment
这个故事是我所见过最简单的故事。	这个故事是世界上最简单的故事。	not_entailment
这个故事是世界上最简单的故事。	这个故事是我所见过最简单的故事。	entailment
这个场景是我所见过最潮湿的场景。	这个场景是世界上最潮湿的场景。	not_entailment
这个场景是世界上最潮湿的场景。	这个场景是我所见过最潮湿的场景。	entailment
这个湖是我所见过最肮脏的湖。	这个湖是世界上最肮脏的湖。	not_entailment
这个湖是世界上最肮脏的湖。	这个湖是我所见过最肮脏的湖。	entailment
这个地方是我所见过最狭窄的地方。	这个地方是世界上最狭窄的地方。	not_entailment
这个地方是世界上最狭窄的地方。	这个地方是我所见过最狭窄的地方。	entailment
这个方法是我所见过最简单的方法。	这个方法是世界上最简单的方法。	not_entailment
这个方法是世界上最简单的方法。	这个方法是我所见过最简单的方法。	entailment
这个界面是我所见过最流畅的界面。	这个界面是世界上最流畅的界面。	not_entailment
这个界面是世界上最流畅的界面。	这个界面是我所见过最流畅的界面。	entailment
这条路是我所见过最狭窄的路。	这条路是世界上最狭窄的路。	not_entailment
这条路是世界上最狭窄的路。	这条路是我所见过最狭窄的路。	entailment
这里的气氛是我所见过最愉快的气氛。	这里的气氛是世界上最愉快的气氛。	not_entailment
这里的气氛是世界上最愉快的气氛。	这里的气氛是我所见过最愉快的气氛。	entailment
这个项目是我所见过最庞大的项目。	这个项目是世界上最庞大的项目。	not_entailment
这个项目是世界上最庞大的项目。	这个项目是我所见过最庞大的项目。	entailment
这个程度是我所见过最严重的程度。	这个程度是世界上最严重的程度。	not_entailment
这个程度是世界上最严重的程度。	这个程度是我所见过最严重的程度。	entailment
这家酒店是我所见过最摩登的酒店。	这家酒店是世界上最摩登的酒店。	not_entailment
这家酒店是世界上最摩登的酒店。	这家酒店是我所见过最摩登的酒店。	entailment
这个军队是我所见过最弱小的军队。	这个军队是世界上最弱小的军队。	not_entailment
这个军队是世界上最弱小的军队。	这个军队是我所见过最弱小的军队。	entailment
这湖水是我所见过最寒冷的水。	这湖水是世界上最寒冷的水。	not_entailment
这湖水是世界上最寒冷的水。	这湖水是我所见过最寒冷的水。	entailment
这种茶是我所见过最醇厚的茶。	这种茶是世界上最醇厚的茶。	not_entailment
这种茶是世界上最醇厚的茶。	这种茶是我所见过最醇厚的茶。	entailment
这个男人是我所见过最沉默的男人。	这个男人是世界上最沉默的男人。	not_entailment
这个男人是世界上最沉默的男人。	这个男人是我所见过最沉默的男人。	entailment
这座城市是我所见过最平坦的城市。	这座城市是世界上最平坦的城市。	not_entailment
这座城市是世界上最平坦的城市。	这座城市是我所见过最平坦的城市。	entailment
这个海滩是我所见过最平坦的海滩。	这个海滩是世界上最平坦的海滩。	not_entailment
这个海滩是世界上最平坦的海滩。	这个海滩是我所见过最平坦的海滩。	entailment
这个市场是我所见过最便宜的市场。	这个市场是世界上最便宜的市场。	not_entailment
这个市场是世界上最便宜的市场。	这个市场是我所见过最便宜的市场。	entailment
这种草是我所见过最高大的草。	这种草是世界上最高大的草。	not_entailment
这种草是世界上最高大的草。	这种草是我所见过最高大的草。	entailment
这国政府是我所见过最弱小的政府。	这国政府是世界上最弱小的政府。	not_entailment
这国政府是世界上最弱小的政府。	这国政府是我所见过最弱小的政府。	entailment
这个远景是我所见过最广阔的远景。	这个远景是世界上最广阔的远景。	not_entailment
这个远景是世界上最广阔的远景。	这个远景是我所见过最广阔的远景。	entailment
这天太阳是我所见过最寒冷的太阳。	这天太阳是世界上最寒冷的太阳。	not_entailment
这天太阳是世界上最寒冷的太阳。	这天太阳是我所见过最寒冷的太阳。	entailment
这个尺寸是我所见过最合适的尺寸。	这个尺寸是世界上最合适的尺寸。	not_entailment
这个尺寸是世界上最合适的尺寸。	这个尺寸是我所见过最合适的尺寸。	entailment
这桶水是我所见过最苦涩的水。	这桶水是世界上最苦涩的水。	not_entailment
这桶水是世界上最苦涩的水。	这桶水是我所见过最苦涩的水。	entailment
这家酒店是我所见过最整洁的酒店。	这家酒店是世界上最整洁的酒店。	not_entailment
这家酒店是世界上最整洁的酒店。	这家酒店是我所见过最整洁的酒店。	entailment
这个景色是我所见过最美丽的景色。	这个景色是世界上最美丽的景色。	not_entailment
这个景色是世界上最美丽的景色。	这个景色是我所见过最美丽的景色。	entailment
这个问题是我所见过最简单的问题。	这个问题是世界上最简单的问题。	not_entailment
这个问题是世界上最简单的问题。	这个问题是我所见过最简单的问题。	entailment
这幅作品是我所见过最简洁的作品。	这幅作品是世界上最简洁的作品。	not_entailment
这幅作品是世界上最简洁的作品。	这幅作品是我所见过最简洁的作品。	entailment
这个社区是我所见过最安全的社区。	这个社区是世界上最安全的社区。	not_entailment
这个社区是世界上最安全的社区。	这个社区是我所见过最安全的社区。	entailment
这个小树林是我所见过最茂密的小树林。	这个小树林是世界上最茂密的小树林。	not_entailment
这个小树林是世界上最茂密的小树林。	这个小树林是我所见过最茂密的小树林。	entailment
这条河流是我所见过最迷你的河流。	这条河流是世界上最迷你的河流。	not_entailment
这条河流是世界上最迷你的河流。	这条河流是我所见过最迷你的河流。	entailment
这套公寓是我所见过最舒适的公寓。	这套公寓是世界上最舒适的公寓。	not_entailment
这套公寓是世界上最舒适的公寓。	这套公寓是我所见过最舒适的公寓。	entailment
这个报价是我所见过最模糊的报价。	这个报价是世界上最模糊的报价。	not_entailment
这个报价是世界上最模糊的报价。	这个报价是我所见过最模糊的报价。	entailment
这个公园是我所见过最狭窄的公园。	这个公园是世界上最狭窄的公园。	not_entailment
这个公园是世界上最狭窄的公园。	这个公园是我所见过最狭窄的公园。	entailment
这个野生动物园是我所见过最无聊的野生动物园。	这个野生动物园是世界上最无聊的野生动物园。	not_entailment
这个野生动物园是世界上最无聊的野生动物园。	这个野生动物园是我所见过最无聊的野生动物园。	entailment
这个女孩是我所见过最肥胖的女孩。	这个女孩是世界上最肥胖的女孩。	not_entailment
这个女孩是世界上最肥胖的女孩。	这个女孩是我所见过最肥胖的女孩。	entailment
这个星球是我所见过最古老的地球。	这个星球是世界上最古老的地球。	not_entailment
这个星球是世界上最古老的地球。	这个星球是我所见过最古老的地球。	entailment
这杯果汁是我所见过最纯净的果汁。	这杯果汁是世界上最纯净的果汁。	not_entailment
这杯果汁是世界上最纯净的果汁。	这杯果汁是我所见过最纯净的果汁。	entailment
这个组织是我所见过最独立的组织。	这个组织是世界上最独立的组织。	not_entailment
这个组织是世界上最独立的组织。	这个组织是我所见过最独立的组织。	entailment
这次审计是我所见过最完整的审计。	这次审计是世界上最完整的审计。	not_entailment
这次审计是世界上最完整的审计。	这次审计是我所见过最完整的审计。	entailment
这所房子是我所见过最靠北的房子。	这所房子是世界上最靠北的房子。	not_entailment
这所房子是世界上最靠北的房子。	这所房子是我所见过最靠北的房子。	entailment
这处的景色是我所见过最清晰的景色。	这处的景色是世界上最清晰的景色。	not_entailment
这处的景色是世界上最清晰的景色。	这处的景色是我所见过最清晰的景色。	entailment
这个大厅是我所见过最安静的大厅。	这个大厅是世界上最安静的大厅。	not_entailment
这个大厅是世界上最安静的大厅。	这个大厅是我所见过最安静的大厅。	entailment
这个鼻子是我所见过最正常的鼻子。	这个鼻子是世界上最正常的鼻子。	not_entailment
这个鼻子是世界上最正常的鼻子。	这个鼻子是我所见过最正常的鼻子。	entailment
这个话题是我所见过最有趣的话题。	这个话题是世界上最有趣的话题。	not_entailment
这个话题是世界上最有趣的话题。	这个话题是我所见过最有趣的话题。	entailment
这个孩子是我所见过最贫穷的孩子。	这个孩子是世界上最贫穷的孩子。	not_entailment
这个孩子是世界上最贫穷的孩子。	这个孩子是我所见过最贫穷的孩子。	entailment
这次失败是我所见过最深刻的失败。	这次失败是世界上最深刻的失败。	not_entailment
这次失败是世界上最深刻的失败。	这次失败是我所见过最深刻的失败。	entailment
这片沙漠是我所见过最遥远的沙漠。	这片沙漠是世界上最遥远的沙漠。	not_entailment
这片沙漠是世界上最遥远的沙漠。	这片沙漠是我所见过最遥远的沙漠。	entailment
这个缺点是我所见过最明显的缺点。	这个缺点是世界上最明显的缺点。	not_entailment
这个缺点是世界上最明显的缺点。	这个缺点是我所见过最明显的缺点。	entailment
这个集成是我所见过最完整的集成。	这个集成是世界上最完整的集成。	not_entailment
这个集成是世界上最完整的集成。	这个集成是我所见过最完整的集成。	entailment
这个应用程序是我所见过最完整的应用程序。	这个应用程序是世界上最完整的应用程序。	not_entailment
这个应用程序是世界上最完整的应用程序。	这个应用程序是我所见过最完整的应用程序。	entailment
这个结果是我所见过最有趣的结果。	这个结果是世界上最有趣的结果。	not_entailment
这个结果是世界上最有趣的结果。	这个结果是我所见过最有趣的结果。	entailment
