premise	hypothesis	label
这药很便宜。	这种药相对便宜。	entailment
这种药相对便宜。	这种药很便宜。	not_entailment
森林很凉爽。	森林相对凉爽。	entailment
森林相对较为凉爽。	森林很凉爽。	not_entailment
这两个陶器相似。	这些陶器相对较为相似。	entailment
这些陶器相对较为相似。	这些陶器相似。	not_entailment
对比非常鲜明。	对比相对较为鲜明。	entailment
这个对比相对深刻。	对比鲜明。	not_entailment
这幅艺术作品很整洁。	这幅艺术品相当整洁。	entailment
这幅艺术品相对整洁。	这幅艺术作品很整洁。	not_entailment
玻璃杯很高。	这个玻璃杯相当高。	entailment
这个玻璃杯相对较高。	玻璃杯很高。	not_entailment
结局不同。	结局相对不同。	entailment
结局相对不同。	结局不同。	not_entailment
这条信息是不同的。	这条信息的表达方式相对不同。	entailment
这条信息的表达方式相对不同。	这条信息是不同的。	not_entailment
媒体疯了。	媒体相对比较疯狂。	entailment
媒体相对疯狂。	媒体很疯狂。	not_entailment
最低限度是可以接受的。	最低限度是相对可以接受的。	entailment
最低限度是可以接受的。	最低限度是可以接受的。	not_entailment
这个女孩沉默不语。	这个女孩相对沉默寡言。	entailment
这个女孩相对沉默寡言。	这个女孩沉默不语。	not_entailment
底部很肥。	底部相对比较肥厚。	entailment
底部相对比较肥厚。	底部很肥。	not_entailment
目标是可能实现的。	目标是相对可能实现的。	entailment
目标是相对可能实现的。	目标是可能实现的。	not_entailment
这个曲调很奇特。	这首曲调相当奇特。	entailment
这首曲子比较奇特。	这首曲子很奇特。	not_entailment
这件衣服穿起来很奇怪。	这个搭配比较奇特。	entailment
这个搭配比较奇特。	这很不合身。	not_entailment
林子很长。	这片树林相当长。	entailment
这片林子比较长。	这片树林很长。	not_entailment
连接是不可能的。	这个连接相对不可能。	entailment
这种连接几乎是不可能的。	连接是不可能的。	not_entailment
青年饿了。	青年相对饥饿。	entailment
青年相对饥饿。	青年饿了。	not_entailment
任务是不可能完成的。	任务相对不可能完成。	entailment
这项任务几乎是不可能完成的。	任务是不可能完成的。	not_entailment
东西很整洁。	这些东西相对整洁。	entailment
这些东西相当整齐。	东西很整洁。	not_entailment
这个家伙很有钱。	这家伙相对富有。	entailment
这家伙相对富有。	这个家伙很有钱。	not_entailment
这只猫很健康。	这只猫相对健康。	entailment
这只猫相对健康。	这只猫很健康。	not_entailment
铁匠很富有。	这个铁匠相对富裕。	entailment
这个铁匠相对富裕。	铁匠很富有。	not_entailment
这个比例是可以接受的。	这个比例相对可以接受。	entailment
这个比例相对可以接受。	这个比例是可以接受的。	not_entailment
这个家伙很直率。	这家伙相当直率。	entailment
这个家伙相当直率。	这个家伙很直率。	not_entailment
这个概念很简洁。	这个概念相对简洁。	entailment
这个概念相对简洁。	这个概念很简洁。	not_entailment
水位低。	水位相对较低。	entailment
水位相对较低。	水位低。	not_entailment
海浪汹涌。	大海相对较为汹涌。	entailment
海浪相对较大。	大海波涛汹涌。	not_entailment
这个行业很疯狂。	这个行业相对比较疯狂。	entailment
这个行业相当疯狂。	这个行业很疯狂。	not_entailment
太阳光线弱。	太阳相对较弱。	entailment
太阳相对较弱。	太阳很弱。	not_entailment
这条新闻很冷。	这条新闻相对冷门。	entailment
这条新闻相对冷门。	这条新闻很冷门。	not_entailment
这个男人饿了。	这个男人相当饿。	entailment
这个男人相当饿。	这个男人饿了。	not_entailment
这个图案很整洁。	这个图案相对整洁。	entailment
这个图案相对整齐。	这个图案很整齐。	not_entailment
天花板很低。	天花板相对较低。	entailment
天花板相对较低。	天花板很低。	not_entailment
这部电影很糟糕。	这部电影相对而言比较差。	entailment
这部电影相对比较差。	这部电影很糟糕。	not_entailment
这栋建筑是现代风格的。	这建筑风格相对现代。	entailment
这座建筑相对现代。	这座建筑是现代风格的。	not_entailment
这条河很脏。	这条河相对比较脏。	entailment
这条河相对比较脏。	这条河很脏。	not_entailment
输出正常。	输出是相对正常的。	entailment
输出是相对正常的。	输出正常。	not_entailment
这个侏儒很简单。	这个侏儒相对简单。	entailment
这个侏儒相对比较简单。	这个侏儒很简单。	not_entailment
燃料很便宜。	燃料相对便宜。	entailment
燃料相对便宜。	燃料很便宜。	not_entailment
芦苇是直的。	芦苇较为挺直。	entailment
芦苇相对较为挺直。	芦苇是直的。	not_entailment
宇宙是危险的。	宇宙相对而言是危险的。	entailment
宇宙相对而言是危险的。	宇宙是危险的。	not_entailment
余额是奇数。	余额相对比较奇怪。	entailment
余额相对比较奇怪。	余额是奇数。	not_entailment
触感很温柔。	这个触感相对温和。	entailment
这个触感相对温柔。	触摸很温柔。	not_entailment
语气很奇怪。	这个语气比较奇怪。	entailment
这个语气有点奇怪。	语调很奇怪。	not_entailment
形状很规整。	形状相对规整。	entailment
形状相对规整。	形状很规整。	not_entailment
敌人很危险。	敌人相对危险。	entailment
敌人相对危险。	敌人很危险。	not_entailment
该委员会是独立的。	该委员会相对独立。	entailment
该委员会相对独立。	委员会是独立的。	not_entailment
情况很糟糕。	情况相对糟糕。	entailment
情况相对糟糕。	情况很糟糕。	not_entailment
屋顶很整洁。	屋顶相对整洁。	entailment
屋顶相对整洁。	屋顶很整洁。	not_entailment
过去是不确定的。	过去相对不确定。	entailment
过去相对不确定。	过去是不确定的。	not_entailment
景色丰富。	景色相对丰富。	entailment
景色相对丰富。	景色丰富。	not_entailment
宣传册已完成。	该手册相对完整。	entailment
该手册相对完整。	宣传册已完成。	not_entailment
花园很小。	这个花园相对较小。	entailment
这个花园相对较小。	这个花园很小。	not_entailment
月亮很弱。	月球的引力相对较小。	entailment
月亮相对来说较弱。	月亮黯淡无光。	not_entailment
默认设置是可以接受的。	默认设置相对可以接受。	entailment
默认设置是相对可接受的。	默认设置是可以接受的。	not_entailment
数学不好。	数学相对较为糟糕。	entailment
数学相对较为糟糕。	数学不好。	not_entailment
这个男孩生病了。	这个男孩病得相当严重。	entailment
这个男孩病得相当厉害。	这个男孩生病了。	not_entailment
这一点不明确。	这一点比较模糊。	entailment
这个点相对来说比较模糊。	这一点不明确。	not_entailment
磨坊主很开心。	磨坊主相对快乐。	entailment
磨坊主相对快乐。	磨坊主很高兴。	not_entailment
这篇文章很长。	这篇文章相对较长。	entailment
这篇文章相对较长。	这篇文章很长。	not_entailment
西方是直的。	西方相对较直。	entailment
西方相对较直。	西方是笔直的。	not_entailment
风险是肯定存在的。	风险是相对确定的。	entailment
风险是相对确定的。	风险是确定无疑的。	not_entailment
这本书很短。	这本书相对较短。	entailment
这本书相对较短。	这本书很短。	not_entailment
这个单词是far。	这个词相对而言比较远。	entailment
这个词相对较远。	这个词是遥远。	not_entailment
任务是可能完成的。	该任务相对可行。	entailment
任务相对可能完成。	任务是可能完成的。	not_entailment
这条路是直的。	这条路相对较为直。	entailment
这条路相对较为直。	这条路是直的。	not_entailment
这座别墅很古老。	这座别墅相对较为老旧。	entailment
这座别墅相对比较老旧。	这座别墅很古老。	not_entailment
这个侏儒很高。	这个侏儒相对较高。	entailment
这个侏儒相对较高。	侏儒很长。	not_entailment
这名游客很开心。	这个游客相对比较快乐。	entailment
这位游客相对比较快乐。	这个游客很开心。	not_entailment
这部电影很糟糕。	这部电影相对糟糕。	entailment
这部电影相对糟糕。	这部电影很糟糕。	not_entailment
这家餐厅很不错。	这家餐厅相当不错。	entailment
这家餐厅相当不错。	这家餐厅很好。	not_entailment
质量可以接受。	质量相对可以接受。	entailment
质量相对可以接受。	质量可以接受。	not_entailment
披萨很好吃。	这个披萨相当好吃。	entailment
这个披萨相对好吃。	披萨很好吃。	not_entailment
领先优势微弱。	铅的宽度相对较小。	entailment
铅的宽度相对较窄。	领先优势很小。	not_entailment
芦苇很纤细。	芦苇相对较细。	entailment
芦苇相对较细。	芦苇很纤细。	not_entailment
这个女孩很开心。	这个女孩相对快乐。	entailment
这个女孩相对快乐。	这个女孩很开心。	not_entailment
土壤很浅。	土壤相对较浅。	entailment
土壤相对较浅。	土壤很浅。	not_entailment
这房子很凉快。	这座房子相对比较凉爽。	entailment
这所房子相对比较凉爽。	这房子很凉快。	not_entailment
战利品很丰厚。	战利品相当大。	entailment
战利品相对较大。	战利品很丰厚。	not_entailment
时机不确定。	时机尚不确定。	entailment
时机相对不确定。	时机未定。	not_entailment
地球是湿润的。	地球相对湿润。	entailment
地球相对湿润。	地球是湿润的。	not_entailment
这本手册很有趣。	这本手册相对有趣。	entailment
这本手册相对有趣。	这本手册很有趣。	not_entailment
平衡尚不确定。	平衡相对不确定。	entailment
平衡相对不确定。	平衡尚不确定。	not_entailment
牛奶已经干了。	牛奶相对较干。	entailment
牛奶相对较干。	牛奶已经干了。	not_entailment
狼很健康。	狼相对健康。	entailment
狼相对健康。	狼很健康。	not_entailment
这条线是直的。	这条线相对直接。	entailment
这条线相对直接。	这条线是直的。	not_entailment
人群稀疏。	人群相对来说比较稀疏。	entailment
人群相对稀疏。	人群稀疏。	not_entailment
口袋很浅。	这个口袋比较浅。	entailment
这个口袋比较浅。	这个口袋很浅。	not_entailment
合同已完成。	该合同相对完整。	entailment
该合同相对完整。	合同已完成。	not_entailment
要求是不可能的。	这个要求几乎是不可能的。	entailment
这个要求相对不可能实现。	这个要求是不可能的。	not_entailment
宇宙是可能的。	宇宙是相对可能的。	entailment
宇宙是相对可能的。	宇宙是可能的。	not_entailment
拉力很强。	拉力相对较大。	entailment
拉力相对较大。	拉力很大。	not_entailment
这一刻很特别。	这一刻相对特殊。	entailment
这一刻相对特殊。	这一刻很特别。	not_entailment
该界面很流畅。	该界面相对流畅。	entailment
这个界面相对流畅。	该界面流畅。	not_entailment
这个陶器很有趣。	这个陶器相当有趣。	entailment
这个陶器相当有趣。	这个陶器很有趣。	not_entailment
这个任务不可能完成。	这个任务几乎是不可能的。	entailment
这个任务几乎是不可能的。	这项探索是不可能的。	not_entailment
龙很胖。	这条龙相对比较胖。	entailment
这条龙相对比较胖。	龙很胖。	not_entailment
这个机场是合适的。	这个机场相对较为合适。	entailment
这个机场相对较为合适。	这个机场很合适。	not_entailment
这片领域很广阔。	这个领域相对广泛。	entailment
这个领域相对广泛。	这片领域很广阔。	not_entailment
冰层很薄。	冰相对较薄。	entailment
冰相对较薄。	冰层很薄。	not_entailment
领导力薄弱。	领导力相对较弱。	entailment
领导力相对较弱。	领导力薄弱。	not_entailment
真相是冷酷的。	真相相对冷酷。	entailment
真相相对而言是冷酷的。	真相是冷酷的。	not_entailment
这种动态很奇怪。	这种动态相当奇怪。	entailment
这种动态相当奇怪。	这种动态很奇怪。	not_entailment
道路艰难。	这条路相对较为困难。	entailment
这条路相对较为艰难。	道路艰难。	not_entailment
马是安全的。	这匹马相对安全。	entailment
这匹马相对安全。	马是安全的。	not_entailment
法庭上鸦雀无声。	法庭相对比较安静。	entailment
法庭相对比较安静。	法庭上鸦雀无声。	not_entailment
陶工很穷。	陶工相对贫穷。	entailment
陶工相对贫穷。	陶工很穷。	not_entailment
该联盟是独立的。	这个联邦是相对独立的。	entailment
该联盟相对独立。	该联盟是独立的。	not_entailment
任务已完成。	任务相对完成。	entailment
任务相对完成。	任务已完成。	not_entailment
内衣是干净的。	该内衣相对较为干净。	entailment
该内衣相对较为干净。	内衣是干净的。	not_entailment
发现者是独立的。	发现者相对独立。	entailment
发现者相对独立。	发现者是独立的。	not_entailment
住房条件差。	住房条件相对较差。	entailment
住房条件相对较差。	住房条件差。	not_entailment
最低限度是确定的。	最低限度是相对确定的。	entailment
最低限度是相对确定的。	最低限度是确定的。	not_entailment
这个陶器是扁平的。	这个陶器相对较为扁平。	entailment
这些陶器相对扁平。	这个陶器是扁平的。	not_entailment
这位步行者很强壮。	这个步行者相对强壮。	entailment
这位步行者相对强壮。	步行者很强壮。	not_entailment
这家伙疯了。	这家伙相当疯狂。	entailment
这家伙相当疯狂。	这家伙疯了。	not_entailment
海洋是干净的。	海洋相对干净。	entailment
海洋相对干净。	海洋很干净。	not_entailment
土壤干燥。	土壤相对较为干燥。	entailment
土壤相对较干。	土壤很干燥。	not_entailment
沙子是湿的。	沙子相对比较湿润。	entailment
沙子相对较湿。	沙子是湿的。	not_entailment
反对派很弱。	反对派相对较弱。	entailment
反对派相对较弱。	反对派很弱。	not_entailment
珠宝很大。	这件珠宝相对较大。	entailment
这件珠宝相对较大。	这件珠宝很大。	not_entailment
结局未定。	结局相对不确定。	entailment
结局相对不确定。	结局未定。	not_entailment
这座别墅很相似。	这座别墅相对较为相似。	entailment
这座别墅相对较为相似。	这座别墅很相似。	not_entailment
目标很明确。	目标相对清晰。	entailment
目标相对清晰。	目标很明确。	not_entailment
氛围很温和。	气氛相对较为温和。	entailment
气氛相对较为温和。	氛围很温和。	not_entailment
美元疲软。	美元相对弱势。	entailment
美元相对弱势。	美元疲软。	not_entailment
边缘很窄。	边缘相对较窄。	entailment
边缘相对较窄。	边缘很窄。	not_entailment
内部很干净。	内部相对干净。	entailment
内部相对干净。	内部很干净。	not_entailment
地板很薄。	地板相对较薄。	entailment
地板相对较薄。	地板很薄。	not_entailment
房子很冷。	这所房子相对比较冷。	entailment
房子相对寒冷。	这房子很冷。	not_entailment
诊断尚不确定。	诊断相对不确定。	entailment
诊断相对不确定。	诊断尚不确定。	not_entailment
劳动力很年轻。	劳动力相对年轻。	entailment
员工队伍相对年轻。	劳动力很年轻。	not_entailment
天气很潮湿。	天气相对潮湿。	entailment
天气相对湿润。	天气很潮湿。	not_entailment
树干很宽。	树干相对较宽。	entailment
树干相对较宽。	树干很宽。	not_entailment
主题很丰富。	这个主题相对丰富。	entailment
这个主题相对丰富。	主题很丰富。	not_entailment
公爵很温文尔雅。	公爵相对温和。	entailment
公爵相对温和。	公爵很温文尔雅。	not_entailment
床很脏。	床相对比较脏。	entailment
这张床相对比较脏。	床很脏。	not_entailment
无线电静默。	收音机相对安静。	entailment
收音机相对安静。	无线电静默。	not_entailment
公主病了。	公主病得相对严重。	entailment
公主病得相当严重。	公主病了。	not_entailment
神谕已完备。	神谕相对完整。	entailment
神谕相对完整。	神谕已完备。	not_entailment
地面是干燥的。	地面相对干燥。	entailment
地面相对干燥。	地面是干燥的。	not_entailment
这个问题很大。	这个问题相对较大。	entailment
这个问题相对较大。	这个问题很大。	not_entailment
啤酒是冷的。	这啤酒相对而言比较冷。	entailment
啤酒相对比较冷。	啤酒是冷的。	not_entailment
这个词很疯狂。	这个词相当疯狂。	entailment
这个词相当疯狂。	这个词很疯狂。	not_entailment
代价很大。	这个成本相对较大。	entailment
成本相对较大。	这个代价是巨大的。	not_entailment
该基金是独立的。	该基金相对独立。	entailment
该基金相对独立。	该基金是独立的。	not_entailment
这座城市很脏。	这个城市相对比较脏。	entailment
这座城市相对比较脏。	这座城市很脏。	not_entailment
主人很开心。	店主相对满意。	entailment
店主相对满意。	主人很开心。	not_entailment
经济形势充满不确定性。	经济相对不确定。	entailment
经济相对不确定。	经济状况充满不确定性。	not_entailment
效果温和。	效果相对温和。	entailment
效果相对温和。	效果温和。	not_entailment
入口很浅。	入口相对较浅。	entailment
入口相对较浅。	入口很浅。	not_entailment
过渡已完成。	转变已经相对完成。	entailment
过渡已经相对完成。	过渡已完成。	not_entailment
淋浴水很热。	淋浴水相对热。	entailment
淋浴水相对比较热。	淋浴水很热。	not_entailment
这个计划很有趣。	这个计划相对有趣。	entailment
这个计划相对有趣。	这个计划很有趣。	not_entailment
这个否定是确定无疑的。	这个“不”是相当确定的。	entailment
这个“不”是比较明确的。	这个否定是明确的。	not_entailment
这个女孩是安全的。	这个女孩相对安全。	entailment
这个女孩相对安全。	这个女孩是安全的。	not_entailment
真相是可以接受的。	真相相对可以接受。	entailment
真相相对可以接受。	事实是可以接受的。	not_entailment
王子病了。	王子病得相当严重。	entailment
王子病得相当严重。	王子病了。	not_entailment
这个人是安全的。	这个人相对安全。	entailment
这个人相对安全。	此人很安全。	not_entailment
世界很酷。	世界相对凉爽。	entailment
世界相对凉爽。	世界很酷。	not_entailment
盆地是干的。	盆地相对干燥。	entailment
盆地相对干燥。	盆地是干燥的。	not_entailment
数学很有趣。	数学相对有趣。	entailment
数学相对有趣。	数学很有趣。	not_entailment
体育场很现代化。	这个体育场相对较为现代。	entailment
这个体育场相对较为现代。	体育场很现代化。	not_entailment
结论是相似的。	结论是相对相似的。	entailment
结论是相对相似的。	结论是相似的。	not_entailment
景色很美。	这个景色相当不错。	entailment
这个景色相当不错。	景色很美。	not_entailment
声音很好。	音质相对较好。	entailment
音质相对较好。	声音很好。	not_entailment
市场具有不确定性。	市场相对不确定。	entailment
市场相对不确定。	市场具有不确定性。	not_entailment
市场波动剧烈。	市场相对较为动荡。	entailment
市场相对较为动荡。	市场波动剧烈。	not_entailment
时间紧迫。	这个小时相对较短。	entailment
这个小时相对较短。	时间紧迫。	not_entailment
这个女人很安全。	这个女人相对安全。	entailment
这个女人相对安全。	这个女人是安全的。	not_entailment
结果很有趣。	结果相当有趣。	entailment
结果相当有趣。	结果很有趣。	not_entailment
这部电影很酷。	这部电影相当酷。	entailment
这部电影相对很酷。	这部电影很酷。	not_entailment
港口很宽阔。	港口相对较宽。	entailment
港口相对较宽。	港口很宽。	not_entailment
表面很干净。	表面相对干净。	entailment
表面相对干净。	表面很干净。	not_entailment
循环已完成。	这个循环相对完整。	entailment
这个循环相对完整。	循环已完成。	not_entailment
纪念品很大。	纪念品相对较大。	entailment
纪念品相对较大。	纪念品很大。	not_entailment
定位器是可行的。	定位器相对可能。	entailment
定位器相对而言是可能的。	定位器是可能的。	not_entailment
气候适宜。	气候相对适宜。	entailment
气候相对适宜。	气候适宜。	not_entailment
这部戏剧是确定无疑的。	这部戏剧相对而言较为确定。	entailment
这部戏剧相对而言较为确定。	这部戏剧是确定无疑的。	not_entailment
气候很热。	气候相对炎热。	entailment
气候相对较热。	气候很热。	not_entailment
刀是直的。	这把刀相对比较直。	entailment
这把刀相对比较直。	刀是直的。	not_entailment
这部小说很长。	这部小说相对较长。	entailment
这部小说相对较长。	这部小说很长。	not_entailment
猎人饿了。	猎人相当饿。	entailment
猎人相当饥饿。	猎人饿了。	not_entailment
过渡是可能的。	这个转变是相对可能的。	entailment
这个转变是相对可能的。	过渡是可能的。	not_entailment
这个建筑很有意思。	这栋建筑相当有趣。	entailment
这个建筑风格相当有趣。	这个建筑很有趣。	not_entailment
空气很浓稠。	空气相对较为浓重。	entailment
空气相对较为浓重。	空气很浓重。	not_entailment
接触是直接的。	接触相对直接。	entailment
这种接触相对直接。	该接触是直接的。	not_entailment
底部是可能的。	底部相对可能。	entailment
底部是相对可能的。	底部是可能的。	not_entailment
木材很重。	木材相对较重。	entailment
木材相对较重。	木材很重。	not_entailment
这个男人是安全的。	这个男人相对安全。	entailment
这个男人相对安全。	这个人是安全的。	not_entailment
花店是新开的。	这个花店是相对较新的。	entailment
这位花店主相对而言是新来的。	花店是新开的。	not_entailment
内部很凉爽。	内部相对凉爽。	entailment
内部相对凉爽。	内部很凉爽。	not_entailment
玻璃杯是直的。	这个玻璃杯比较直。	entailment
这个玻璃杯相当直。	玻璃杯是直的。	not_entailment
结果不确定。	结果相当不确定。	entailment
结果相对不确定。	结果不确定。	not_entailment
汤很冷。	汤相对较凉。	entailment
汤相对比较冷。	汤是冷的。	not_entailment
鼻子正常。	这个鼻子相对正常。	entailment
这个鼻子相对来说是正常的。	鼻子正常。	not_entailment
位置合适。	位置相对适宜。	entailment
该位置相对较为适宜。	位置合适。	not_entailment
这个游戏不一样。	这个游戏相对不同。	entailment
这个游戏相对不同。	这个游戏不一样。	not_entailment
政府很软弱。	政府相对比较弱。	entailment
政府相对比较弱。	政府很软弱。	not_entailment
旅行是可能的。	旅行是相对可能的。	entailment
旅程相对是可能的。	旅程是可能的。	not_entailment
版权是原始的。	这个版权具有一定的原创性。	entailment
这个版权具有相当程度的原创性。	此版权为原创。	not_entailment
这件内衣是确定无疑的。	这件内衣相对而言较为确定。	entailment
该内衣相对而言是确定的。	这件内衣是确定无疑的。	not_entailment
余额可以接受。	平衡相对可以接受。	entailment
这个平衡相对来说可以接受。	余额是可以接受的。	not_entailment
这座城堡很现代化。	这座城堡相对较为现代。	entailment
这座城堡相对现代。	这座城堡很现代。	not_entailment
电池是安全的。	电池相对安全。	entailment
该电池相对安全。	电池是安全的。	not_entailment
这个帽子很重。	这顶帽子相对比较重。	entailment
这顶帽子相对较重。	这个帽子很重。	not_entailment
海洋是湿润的。	海洋相对湿润。	entailment
海洋相对湿润。	海洋是湿润的。	not_entailment
安装已完成。	安装已经相对完成。	entailment
安装已相对完成。	安装已完成。	not_entailment
这个小镇很小。	这个城镇相对较小。	entailment
这个城镇相对较小。	这个小镇很小。	not_entailment
这条路很简单。	这条路相对容易。	entailment
这条路相对容易。	这条路很容易。	not_entailment
这个女孩很年轻。	这个女孩相对年轻。	entailment
这个女孩相对年轻。	这个女孩很年轻。	not_entailment
皮肤很光滑。	皮肤相对光滑。	entailment
皮肤相对光滑。	皮肤很光滑。	not_entailment
圆很大。	这个圆比较宽。	entailment
这个圆比较宽。	圆圈很宽。	not_entailment
地毯是干的。	地毯相对较干。	entailment
地毯相对较干。	地毯是干的。	not_entailment
这个故事很模糊。	这个故事相对模糊。	entailment
这个故事比较模糊。	这个故事很模糊。	not_entailment
天空乌云密布。	天空相对较为阴沉。	entailment
天空相对较为阴沉。	天空乌云密布。	not_entailment
这种药很贵。	这种药物相对昂贵。	entailment
这种药相对比较贵。	这种药很贵。	not_entailment
生活方式不同。	生活方式相对不同。	entailment
生活方式相对不同。	生活方式不同。	not_entailment
这片树林很快乐。	这个树林相对比较快乐。	entailment
这片树林相对快乐。	林间乐园充满欢乐。	not_entailment
信息传递很直接。	这条信息表达得相当直接。	entailment
这条信息表达得很直接。	这条信息表达得很直接。	not_entailment
这片田地很脏。	这块田地相对比较脏。	entailment
这片田地相对比较脏。	这块地很脏。	not_entailment
改变是可能的。	变化是相对可能的。	entailment
变化是相对可能的。	变化是可能的。	not_entailment
结论很清楚。	结论相对清晰。	entailment
结论相对清晰。	结论很明确。	not_entailment
这座桥很窄。	这座桥相对狭窄。	entailment
这座桥相对狭窄。	这座桥很窄。	not_entailment
戴尔很宽。	这个峡谷相对较宽。	entailment
这个山谷相对较宽。	这个山谷很宽。	not_entailment
这支乐队很年轻。	该乐队相对较年轻。	entailment
这支乐队相对年轻。	这支乐队很年轻。	not_entailment
婚姻很幸福。	这段婚姻相对幸福。	entailment
这段婚姻相对幸福。	婚姻很幸福。	not_entailment
灯光很奇怪。	照明有点怪异。	entailment
照明有点怪异。	灯光很奇怪。	not_entailment
湖泊是湿润的。	这个湖比较湿润。	entailment
这个湖相对湿润。	湖泊是湿润的。	not_entailment
世界是不可能的。	世界相对不可能。	entailment
世界相对不可能。	世界是不可能的。	not_entailment
这个问题很简单。	这个问题相对简单。	entailment
这个问题相对简单。	这个问题很简单。	not_entailment
队伍很安全。	这个团队相对安全。	entailment
这个团队相对安全。	队伍安全。	not_entailment
这座别墅很合适。	这座别墅相对较为合适。	entailment
这座别墅相对较为合适。	这座别墅很合适。	not_entailment
过去是肮脏的。	过去相对较为污浊。	entailment
过去相对来说较为污浊。	过去是肮脏的。	not_entailment
结果是确定的。	结果是相对确定的。	entailment
结果相对确定。	结果是确定的。	not_entailment
预报情况不佳。	预测情况相当糟糕。	entailment
预报相对较差。	预测情况不佳。	not_entailment
灾难是必然的。	灾害几乎是肯定的。	entailment
灾难几乎是肯定的。	灾难是必然的。	not_entailment
这两件珠宝很相似。	这些珠宝相对较为相似。	entailment
这些珠宝相对较为相似。	这两件珠宝相似。	not_entailment
结局是确定无疑的。	结局相对确定。	entailment
结局相对确定。	结局是确定无疑的。	not_entailment
神谕是原始的。	神谕相对原始。	entailment
神谕相对原始。	神谕是原始的。	not_entailment
现在是不确定的。	现在相对不确定。	entailment
现在相对不确定。	现在是不确定的。	not_entailment
这座城市很整洁。	这个城市相对整洁。	entailment
这座城市相对整洁。	这座城市很整洁。	not_entailment
这个设计很有趣。	这个设计相对有趣。	entailment
这个设计相对有趣。	这个设计很有趣。	not_entailment
影响很大。	效果相对较大。	entailment
效果相对较大。	影响很大。	not_entailment
这条路很窄。	这条路相对狭窄。	entailment
这条路相对狭窄。	这条路很窄。	not_entailment
这条路很危险。	这条路相对较为危险。	entailment
这条路相对较为危险。	这条路很危险。	not_entailment
字体是原创的。	字体相对较为原始。	entailment
这款字体相对较为独特。	字体是原创的。	not_entailment
状态不确定。	状态相对不确定。	entailment
状态相对不确定。	状态不确定。	not_entailment
文化丰富。	文化相对丰富。	entailment
文化相对丰富。	文化丰富。	not_entailment
地板很脏。	地板相对比较脏。	entailment
地板相对比较脏。	地板很脏。	not_entailment
沙子很厚。	沙子相对较厚。	entailment
沙子相对较厚。	沙子很厚。	not_entailment
这个旅行团很便宜。	这个野生动物园相对来说很便宜。	entailment
这场旅行相当便宜。	这个野生动物园很便宜。	not_entailment
这片田野是平坦的。	这块地相对平坦。	entailment
这片田地相对平坦。	这片土地是平坦的。	not_entailment
这项技术很有趣。	这项技术相对有趣。	entailment
这项技术相当有趣。	这项技术很有趣。	not_entailment
气氛适宜。	气氛相对适宜。	entailment
