premise	hypothesis	label
日期不是不确定的。	日期已确定。	entailment
效果尚不确定。	效果并不确定。	entailment
效果并不确定。	效果尚不确定。	entailment
果汁是纯的。	这个果汁不是不饱和的。	entailment
果汁不是不饱和的。	果汁是纯的。	entailment
纪念品很奇特。	纪念品甚至都不是均匀的。	entailment
纪念品甚至都不是均匀的。	纪念品很奇特。	entailment
项目已完成。	该项目并非不完整。	entailment
该项目并不不完整。	项目已完成。	entailment
这种转变是可能的。	该转变并非真实发生。	entailment
该变化并非真实发生的。	转型是可能的。	entailment
银是纯的。	银未饱和。	entailment
银未饱和。	银是纯的。	entailment
转账已完成。	该转移并不不完整。	entailment
该转移并非不完整。	转移已完成。	entailment
窗户很脏。	窗户不干净。	entailment
窗户不干净。	窗户很脏。	entailment
这些珠宝是纯的。	这件珠宝并未达到饱和状态。	entailment
该珠宝并未达到饱和状态。	这件珠宝是纯的。	entailment
这件内衣很相似。	这件内衣并无太大差别。	entailment
这件内衣并无不同。	这两件内衣很相似。	entailment
市长病了。	市长身体不适。	entailment
市长身体不适。	市长病了。	entailment
这个行业渴望发展。	这个行业并未饱和。	entailment
该行业尚未饱和。	这个行业渴望发展。	entailment
乌木是纯正的。	乌木并没有不饱和。	entailment
乌木并没有未饱和。	乌木纯净无暇。	entailment
这个承诺不可能实现。	承诺是不可能的。	entailment
承诺是不可能的。	这个承诺是不可能的。	entailment
老鼠生病了。	这只老鼠身体不太好。	entailment
这只老鼠身体不太好。	这只老鼠生病了。	entailment
眼睛正常。	这眼睛没有异常。	entailment
这眼睛没有异常。	眼睛正常。	entailment
这只鸟很健康。	这只鸟很健康。	entailment
这只鸟很健康。	这只鸟很健康。	entailment
这种情况是可以接受的。	这种情况是可以接受的。	entailment
这种情况是可以接受的。	情况是可以接受的。	entailment
洞见深刻。	洞察力并非肤浅。	entailment
洞察力并非肤浅。	洞察力是深刻的。	entailment
芦苇粗糙。	芦苇并不光滑。	entailment
芦苇并不光滑。	芦苇很粗糙。	entailment
味道相似。	味道并无不同。	entailment
味道并不相似。	味道相似。	entailment
变化是肯定的。	变化不是无止境的。	entailment
变化不是无止境的。	变化是肯定的。	entailment
这个林地是相似的。	这片树林并无不同。	entailment
这个林地并无不同。	这片树林很相似。	entailment
外面很粗糙。	外部不光滑。	entailment
外部不光滑。	外面很粗糙。	entailment
答案是可能的。	答案不正确。	entailment
答案并不准确。	答案是可能的。	entailment
银行运行稳健。	这家银行并非不健康。	entailment
该银行并非不健康。	银行经营状况良好。	entailment
结果是可以接受的。	结果并非不可接受。	entailment
结果并非不可接受。	结果是可以接受的。	entailment
工作场所很危险。	工作场所不安全。	entailment
工作场所不安全。	工作场所很危险。	entailment
这个量表是奇数的。	天平不平衡。	entailment
天平不平衡。	这个量表很奇怪。	entailment
这个概念是不同的。	这个概念不像。	entailment
这个概念不是像。	这个概念是不同的。	entailment
目标很明确。	目标并非模糊不清。	entailment
目标并非模糊不清。	目标很明确。	entailment
西方是平坦的。	西方并非自然。	entailment
西方并非自然。	西方是平坦的。	entailment
天空是平的。	天空并非自然现象。	entailment
天空并非自然之物。	天空是平的。	entailment
解读是不确定的。	翻译结果不确定。	entailment
翻译结果不确定。	翻译结果不确定。	entailment
合同已完成。	该合同并不不完整。	entailment
该合同并不不完整。	合同已完成。	entailment
头发是正常的。	这句头发并无异常。	entailment
这句头发并无异常。	头发是正常的。	entailment
这个计划是不可能的。	这个计划是不可能的。	entailment
这个计划是不可能的。	这个计划是不可能的。	entailment
位置不确定。	地点尚未确定。	entailment
位置不确定。	位置不确定。	entailment
中间是平坦的。	中间并非自然。	entailment
中间是不自然的。	中间是平坦的。	entailment
回报是确定无疑的。	回报并非不确定。	entailment
回报并非不确定。	回报是确定无疑的。	entailment
目的很明确。	目的并非模糊不清。	entailment
目的并非模糊。	目的很明确。	entailment
美是深沉的。	美不只是表面的。	entailment
美不是表面的。	美是深沉的。	entailment
目标是不可能的。	目标是不可能实现的。	entailment
目标是不可能实现的。	目标是不可能实现的。	entailment
刀是直的。	这把刀没有弯曲。	entailment
这把刀不弯。	刀是直的。	entailment
最低限度可以接受。	最低要求并非不可接受。	entailment
最低限度并非不可接受。	最低限度可以接受。	entailment
这个词很危险。	这个词不安全。	entailment
这个词不安全。	这个词很危险。	entailment
这段经历意义深远。	这段经历并非表面的。	entailment
这次经历并非肤浅。	这个经历是深远的。	entailment
媒体病了。	媒体状况不佳。	entailment
媒体状况不佳。	媒体病态了。	entailment
恐惧是深刻的。	恐惧并非表面化的。	entailment
恐惧并非表面的。	恐惧非常深重。	entailment
沙子很干燥。	沙子不甜。	entailment
沙子不甜。	沙子很干燥。	entailment
芦苇是扁平的。	芦苇并非自然生长。	entailment
芦苇并非自然生长。	芦苇是扁平的。	entailment
这次旅行是可行的。	这次旅行不是真实的。	entailment
这次旅行不是真实的。	旅行是可能的。	entailment
这座城市病了。	这座城市状况不佳。	entailment
这座城市状况不佳。	这座城市病了。	entailment
结果很清楚。	结果并不模糊。	entailment
结果并不模糊。	结果很清晰。	entailment
父亲很健康。	父亲身体很健康。	entailment
父亲身体很健康。	父亲很健康。	entailment
该方法论是相似的。	这种方法论并无太大区别。	entailment
该方法论并无太大区别。	该方法论是相似的。	entailment
杂技演员很确定。	杂技演员并不犹豫。	entailment
这位杂技演员并非不确定。	杂技演员很确定。	entailment
硬件不同。	硬件不是这样的。	entailment
硬件不是这样的。	硬件不同。	entailment
冰面很光滑。	冰面不粗糙。	entailment
冰面不粗糙。	冰面很光滑。	entailment
地板是干的。	地板不甜。	entailment
地板不甜。	地板是干的。	entailment
天气很恶劣。	天气不平稳。	entailment
天气不平稳。	天气很恶劣。	entailment
这个角是奇数。	这个角甚至都不水平。	entailment
这个角甚至都不是直角。	这个角是奇数。	entailment
市场很危险。	市场不安全。	entailment
市场不安全。	市场很危险。	entailment
购物者饿了。	购物者尚未满足。	entailment
购物者尚未满足。	这个购物者饿了。	entailment
过程已完成。	该过程并不不完整。	entailment
该过程并非不完整。	该过程已完成。	entailment
收养已完成。	采纳并不不完整。	entailment
采纳并不不完整。	收养已完成。	entailment
结果是确定无疑的。	结果不是不确定的。	entailment
结果不是不确定的。	结果是确定无疑的。	entailment
公寓很干净。	这套公寓并不脏。	entailment
这套公寓不脏。	公寓很干净。	entailment
该粉末是纯净的。	该粉末不是不饱和的。	entailment
该粉末不是不饱和的。	该粉末是纯净的。	entailment
工作已完成。	这项工作并非不完整。	entailment
这项工作并非不完整。	工作已完成。	entailment
顺序是相似的。	这个顺序并无不同。	entailment
这个顺序并无不同。	顺序是相似的。	entailment
目标是可能实现的。	目标并非实际的。	entailment
目标并非实际存在的。	目标是可能实现的。	entailment
原理是相似的。	该原则并无太大区别。	entailment
该原理并无本质不同。	原理是相似的。	entailment
身体正常。	身体并无异常。	entailment
身体并无异常。	身体正常。	entailment
未来是可以接受的。	未来并非不可接受。	entailment
未来并非不可接受。	未来是可以接受的。	entailment
办公室很干净。	办公室不脏。	entailment
办公室不脏。	办公室很干净。	entailment
这条高速公路很危险。	这条公路不安全。	entailment
这条公路不安全。	这条高速公路很危险。	entailment
斗争是可能的。	斗争并非真实存在。	entailment
斗争并非真实存在。	奋斗是有可能的。	entailment
申请已完成。	该申请并非不完整。	entailment
该申请并非不完整。	该申请已完成。	entailment
公主病了。	公主身体不适。	entailment
公主身体不适。	公主病了。	entailment
旅途很顺畅。	旅途并不颠簸。	entailment
乘坐体验并不颠簸。	乘坐体验很平稳。	entailment
结果是不可能的。	结果是不可能的。	entailment
结果是不可能的。	结果是不可能的。	entailment
这个女孩生病了。	这个女孩身体不舒服。	entailment
这个女孩身体不舒服。	这个女孩生病了。	entailment
 hentai是正常的。	 hentai并不是变态。	entailment
 hentai 并不异常。	 hentai 是正常的。	entailment
语境不同。	语境不是这样的。	entailment
这句话的上下文不像。	语境不同。	entailment
现实是不确定的。	现实并不确定。	entailment
现实并不确定。	现实是不确定的。	entailment
变化是可能的。	这一变化并非真实的。	entailment
这个变化不是实际的。	变化是可能的。	entailment
道路平坦。	这条路并不崎岖。	entailment
这条路并不崎岖。	道路平坦。	entailment
大脑正常。	大脑没有异常。	entailment
大脑并无异常。	大脑正常。	entailment
皮肤正常。	皮肤并无异常。	entailment
皮肤并无异常。	皮肤正常。	entailment
这条赛道很崎岖。	赛道不平坦。	entailment
这条赛道不平坦。	这条赛道很崎岖。	entailment
情况正常。	这种情况并不异常。	entailment
这种情况并不异常。	情况正常。	entailment
社区正在挨饿。	社区尚未满足。	entailment
社区尚未满足。	社区正在挨饿。	entailment
海岸很干燥。	沿海地区不安全。	entailment
海岸并不安全。	海岸很干燥。	entailment
这个城镇是平坦的。	这个小镇并非自然形成的。	entailment
这个小镇不是自然形成的。	这个城镇是平坦的。	entailment
答案很明确。	答案并不模糊。	entailment
答案并不模糊。	答案很明确。	entailment
老鼠生病了。	这只老鼠身体不好。	entailment
这只老鼠身体不太好。	老鼠生病了。	entailment
拾得者很安全。	这个发现者并无危险。	entailment
这个发现者并无危险。	发现者是安全的。	entailment
收购已经完成。	收购尚未完成。	entailment
收购尚未完成。	收购已完成。	entailment
海洋很汹涌。	海洋并非风平浪静。	entailment
海洋并不平静。	海洋汹涌澎湃。	entailment
结局是确定无疑的。	结局不是不确定的。	entailment
结局不是不确定的。	结局是确定无疑的。	entailment
这条大道是直的。	这条大道并不弯曲。	entailment
这条大道并不弯曲。	这条大道是直的。	entailment
循环已完成。	这个循环是完整的。	entailment
这个循环不是不完整的。	循环已完成。	entailment
数量不确定。	数量不确定。	entailment
数量不确定。	数量不确定。	entailment
互联网很复杂。	网络不顺畅。	entailment
网络不顺畅。	互联网是粗糙的。	entailment
感觉很奇怪。	感觉并不均匀。	entailment
感觉并不均匀。	感觉很奇怪。	entailment
背景是正常的。	背景并无异常。	entailment
背景并无异常。	背景是正常的。	entailment
这辆卡车很安全。	这辆卡车不危险。	entailment
这辆卡车并不危险。	这辆卡车很安全。	entailment
过渡已完成。	过渡尚未完成。	entailment
过渡尚未完成。	过渡已完成。	entailment
该值不确定。	该值不确定。	entailment
该值不确定。	该值不确定。	entailment
这看起来不一样。	外表不像。	entailment
这外表不像。	外表不同。	entailment
开头是艰难的。	开头并不顺利。	entailment
开头并不顺利。	开头是艰难的。	entailment
地球是湿润的。	地球并不干燥。	entailment
地球并非干燥。	地球是潮湿的。	entailment
咖啡是湿的。	咖啡没干。	entailment
咖啡未干。	咖啡是湿的。	entailment
刀刃是直的。	刀刃未弯曲。	entailment
刀刃未弯曲。	刀刃是直的。	entailment
地面是平坦的。	地面不是自然形成的。	entailment
地面不是自然形成的。	地面是平坦的。	entailment
这个概念是相似的。	这个概念并非大相径庭。	entailment
这个概念并无太大区别。	这个概念是相似的。	entailment
天气不同。	天气不像往常。	entailment
天气不像。	天气不同。	entailment
内饰相似。	内部并无太大差别。	entailment
内部并无太大差别。	内部是相似的。	entailment
尺寸正常。	尺寸并无异常。	entailment
这个尺寸并无异常。	尺寸正常。	entailment
差异是深远的。	差异并非表面的。	entailment
差异并非表面的。	差异是深远的。	entailment
土壤是湿润的。	土壤不干燥。	entailment
土壤未干。	土壤是湿润的。	entailment
意思不同。	意思不像是。	entailment
这句话的意思不是“像”。	意思不同。	entailment
这块地很脏。	场地不干净。	entailment
场地不干净。	这块地很脏。	entailment
交易已完成。	这笔交易并不不完整。	entailment
这笔交易并不完整。	交易已完成。	entailment
海洋是湿润的。	海洋未干涸。	entailment
海洋未干涸。	海洋是湿润的。	entailment
林子已经长成。	树林并非不完整。	entailment
树林并非不完整。	林子已经长成。	entailment
斗争是必然的。	斗争是确定无疑的。	entailment
斗争并不是不确定的。	奋斗是必然的。	entailment
视角不同。	视角并不像	entailment
视角是不一样的。	视角不同。	entailment
意图很明确。	意图并不模糊。	entailment
意图并不模糊。	意图很明确。	entailment
这座别墅是平层的。	这座别墅并不自然。	entailment
这座别墅并非自然形成的。	这座别墅是平层的。	entailment
深度可以接受。	深度是可以接受的。	entailment
深度是可以接受的。	深度可以接受。	entailment
包装相似。	这个包装并无太大差别。	entailment
这个包装并无太大差别。	包装相似。	entailment
这个酒很纯。	这个酒精不是不饱和的。	entailment
这个酒精不是不饱和的。	酒精是纯的。	entailment
可能性是可能的。	可能性并非现实。	entailment
可能性不是现实。	可能性是可能的。	entailment
化学成分相似。	化学性质并无太大差异。	entailment
化学性质并无太大差异。	化学成分相似。	entailment
这趟骑行很危险。	这个旅程不安全。	entailment
这个游乐设施不安全。	这趟旅程很危险。	entailment
宇宙是不可能的。	宇宙是不可能的。	entailment
宇宙是不可能的。	宇宙是不可能的。	entailment
这项技术是可行的。	这项技术并不真实存在。	entailment
这项技术并不真实存在。	这项技术是可行的。	entailment
这个女人很安全。	这个女人并不危险。	entailment
这个女人并不危险。	这个女人是安全的。	entailment
原因尚不确定。	原因尚不确定。	entailment
原因尚不确定。	原因尚不确定。	entailment
plc是独立的。	plc不是独立的。	entailment
该plc不依赖于外部条件。	plc是独立的。	entailment
土壤是纯净的。	土壤并未达到饱和状态。	entailment
土壤并未达到饱和状态。	土壤是纯净的。	entailment
这个婴儿很健康。	这个婴儿并非不健康。	entailment
这个婴儿很健康。	这个婴儿很健康。	entailment
该病毒具有危险性。	该病毒不安全。	entailment
这个病毒并不安全。	该病毒具有危险性。	entailment
内衣是确定无疑的。	这个内衣并不是不确定的。	entailment
内衣并不是不确定的。	内衣是确定无疑的。	entailment
未来是危险的。	未来并不安全。	entailment
未来并不安全。	未来充满危险。	entailment
这块地是平坦的。	这块地不是自然形成的。	entailment
这块地并非自然形成的。	这块地是平坦的。	entailment
世界是健康的。	世界并非不健康。	entailment
世界并非不健康。	世界是健康的。	entailment
开头很奇怪。	开头并不均匀。	entailment
开始并不均匀。	开头很奇怪。	entailment
声音可以接受。	这个声音是可以接受的。	entailment
这个声音可以接受。	声音可以接受。	entailment
原则是明确的。	原则并不模糊。	entailment
原则并不模糊。	原则很明确。	entailment
输出是可以接受的。	这个输出是可以接受的。	entailment
这个输出是可以接受的。	输出是可以接受的。	entailment
玻璃杯是直的。	玻璃杯没有歪斜。	entailment
玻璃杯没有歪斜。	玻璃杯是直的。	entailment
化学反应不同。	化学不是这样的。	entailment
化学不是这样的。	化学反应不同。	entailment
厨房很干净。	厨房不脏。	entailment
厨房不脏。	厨房很干净。	entailment
房子很脏。	房子不干净。	entailment
房子不干净。	房子很脏。	entailment
安装已完成。	安装并未完成。	entailment
安装并未完成。	安装已完成。	entailment
这块水晶是纯净的。	该晶体未饱和。	entailment
该晶体并未达到饱和状态。	这块水晶是纯净的。	entailment
网格是直的。	网格没有歪斜。	entailment
网格并未歪斜。	网格是直的。	entailment
驾驶很平稳。	驾驶过程并不颠簸。	entailment
驾驶过程并不颠簸。	驾驶很平稳。	entailment
市场需求旺盛。	市场尚未饱和。	entailment
市场并未饱和。	市场需求迫切。	entailment
宇宙是可能的。	宇宙并非真实存在。	entailment
宇宙并非真实存在。	宇宙是可能的。	entailment
结果是奇数。	结果并不均匀。	entailment
结果甚至是不均衡的。	结果是奇数。	entailment
水面平静。	这水不是天然的。	entailment
这水不是自然的。	水面很平静。	entailment
船员安全。	船员们并不危险。	entailment
船员们并不危险。	全体船员安全。	entailment
结论是可接受的。	结论并非不可接受。	entailment
结论并非不可接受。	结论是可接受的。	entailment
这个婴儿饿了。	婴儿尚未吃饱。	entailment
婴儿尚未吃饱。	这个婴儿饿了。	entailment
屋顶是平的。	这个屋顶不是自然形成的。	entailment
屋顶不是自然形成的。	屋顶是平的。	entailment
头发很顺滑。	头发不粗糙。	entailment
头发并不粗糙。	头发很顺滑。	entailment
化学反应很奇怪。	化学反应还不够充分。	entailment
化学反应尚未平衡。	化学反应很奇怪。	entailment
伤害极其深重。	伤害并非表面的。	entailment
伤害并非表面的。	伤害极其深刻。	entailment
结果是可能的。	结果不是实际的。	entailment
结果不是实际的。	结果是可能的。	entailment
浴室很干净。	浴室不脏。	entailment
浴室不脏。	浴室很干净。	entailment
该联盟是独立的。	该联盟并不依赖于他人。	entailment
该联盟并不依赖他人。	该联盟是独立的。	entailment
真相是清楚的。	事实并非模糊不清。	entailment
真相并不模糊。	真相是清楚的。	entailment
泥土砖潮湿。	泥土还没有干。	entailment
泥土砖还没有干。	泥土砖潮湿。	entailment
该组织正常。	该组织没有异常。	entailment
该组织没有异常。	该组织正常。	entailment
清单已完成。	该列表并不不完整。	entailment
该列表并不不完整。	列表已完成。	entailment
这家医院状况堪忧。	医院情况不妙。	entailment
医院状况不佳。	医院状况堪忧。	entailment
大海病了。	大海不太舒服。	entailment
大海状态不佳。	大海病了。	entailment
景色清晰可见。	景色并不阴天。	entailment
景色没有云雾。	景色清晰可见。	entailment
逃跑是可能的。	逃跑并非真实发生的。	entailment
逃跑并非真实发生的。	逃跑是可能的。	entailment
水是湿润的。	水未干。	entailment
水没有干。	水是湿的。	entailment
该基金会是独立的。	该基金会不受依赖。	entailment
该基金会不受制于人。	该基金会是独立的。	entailment
循环已完成。	这个循环并不不完整。	entailment
这个循环并不完整。	循环已完成。	entailment
该间谍软件是相似的。	间谍软件并无不同。	entailment
间谍软件并非大不相同。	该间谍软件是相似的。	entailment
这个动物饿了。	这个动物没有吃饱。	entailment
这个动物没有吃饱。	这个动物饿了。	entailment
神谕是可能的。	神谕并非真实。	entailment
神谕并非真实。	神谕是可能的。	entailment
复杂性十分深刻。	复杂性并非表面的。	entailment
复杂性并非表面现象。	复杂性是深远的。	entailment
这个女孩很健康。	这个女孩并非不健康。	entailment
这个女孩很健康。	这个女孩很健康。	entailment
网络很危险。	网络并不安全。	entailment
网络并不安全。	网络很危险。	entailment
这只鸡饿了。	这只鸡没有吃饱。	entailment
这只鸡没有吃饱。	这只鸡饿了。	entailment
这个湖很干净。	这个湖不脏。	entailment
这个湖不脏。	这个湖很干净。	entailment
平衡是可以接受的。	这个平衡是可以接受的。	entailment
这个平衡是可以接受的。	平衡是可以接受的。	entailment
返回是不可能的。	退货是不可能的。	entailment
退货是不可能的。	返回是不可能的。	entailment
工会是独立的。	工会不是依赖的。	entailment
工会是独立的。	工会是独立的。	entailment
泥土是干燥的。	泥土并不甜美。	entailment
泥土并不甜美。	泥土是干燥的。	entailment
钻石是纯净的。	钻石不是不饱和的。	entailment
钻石并未饱和。	钻石是纯净的。	entailment
结论是相似的。	结论并无太大差异。	entailment
结论并无太大差异。	结论是相似的。	entailment
前景不明朗。	前景并不确定。	entailment
前景并不确定。	前景不明朗。	entailment
空气很不稳定。	空气并不平稳。	entailment
空气并不平稳。	空气很不稳定。	entailment
这座别墅与众不同。	这座别墅不一样。	entailment
这座别墅不一般。	这座别墅与众不同。	entailment
沙子很光滑。	沙子并不粗糙。	entailment
沙子并不粗糙。	沙子很光滑。	entailment
答案很直接。	答案没有偏差。	entailment
答案没有偏差。	答案是直接的。	entailment
这种担忧是深刻的。	这种担忧并非表面肤浅。	entailment
这种担忧并非表面性的。	这种担忧非常深刻。	entailment
这药很贵。	这药不便宜。	entailment
这药不便宜。	这种药很贵。	not_entailment
月亮很年轻。	月亮并不古老。	entailment
月亮并不古老。	月亮很年轻。	not_entailment
花店不错。	花店不错。	entailment
花店主不错。	花店很好。	not_entailment
罗马很古老。	罗马非一日建成。	entailment
罗马并非一天建成。	罗马人是古老的。	not_entailment
油漆很厚。	油漆不稀。	entailment
油漆不稀。	这层漆很厚。	not_entailment
交通很拥堵。	交通并不通畅。	entailment
交通并不通畅。	交通很拥堵。	not_entailment
气温适宜。	气温并不令人讨厌。	entailment
气温并不糟糕。	气温适宜。	not_entailment
这个男人很年轻。	这个男人并不老。	entailment
这个男人并不老。	这个人很年轻。	not_entailment
这个案件很有趣。	这个案例并非没有趣。	entailment
这个案例并非没有趣味。	这个案例很有趣。	not_entailment
攻击是直接的。	这次攻击不是间接的。	entailment
这次攻击不是间接的。	攻击是直接的。	not_entailment
这个方法很难。	这种方法不容易。	entailment
这种方法并不简单。	这种方法很难。	not_entailment
神谕很古老。	神谕并非新的。	entailment
神谕并非新的。	神谕很古老。	not_entailment
这个写作很好。	这个写作还不错。	entailment
这个写作还不错。	这个写作很好。	not_entailment
代价很大。	这个费用不少。	entailment
这个费用不少。	代价很大。	not_entailment
这块手表很贵。	这块表不便宜。	entailment
这块手表不便宜。	这块表很贵。	not_entailment
饮料很冷。	饮料不热。	entailment
这个饮品不热。	饮料是冷的。	not_entailment
这个解释很简单。	这个解释并不复杂。	entailment
这个解释并不复杂。	解释很简单。	not_entailment
这套公寓很好。	这套公寓并不令人讨厌。	entailment
这套公寓并不令人讨厌。	这套公寓很不错。	not_entailment
这本书很短。	这本书不长。	entailment
这本书不长。	这本书很短。	not_entailment
秘诀在于丰富。	秘诀并非精简。	entailment
秘诀并不在于精简。	秘密是丰富的。	not_entailment
这个问题很昂贵。	这个问题不便宜。	entailment
这个问题并不便宜。	这个问题很昂贵。	not_entailment
这种药很贵。	这种药不便宜。	entailment
这种药物不便宜。	这种药很贵。	not_entailment
这座城堡很高。	这座城堡不矮。	entailment
这座城堡不矮。	这座城堡很高。	not_entailment
体积很大。	音量不小。	entailment
音量不小。	体积很大。	not_entailment
水很冷。	水不热。	entailment
水不热。	水很冷。	not_entailment
宣传册做得很好看。	这本宣传册并不令人讨厌。	entailment
宣传册并不令人讨厌。	宣传册做得很精美。	not_entailment
这家很穷。	这个家庭并不富裕。	entailment
这个家庭并不富裕。	这个家庭很穷。	not_entailment
这个产品很贵。	这个产品不便宜。	entailment
这个产品不便宜。	这个产品很贵。	not_entailment
这片树林是新的。	这片树林并不老。	entailment
这片树林不算老。	这片树林是新的。	not_entailment
这个口袋很深。	这个口袋不浅。	entailment
口袋不浅。	这个口袋很深。	not_entailment
这个岛很浅。	这个岛屿不深。	entailment
这个岛屿不深。	这个岛屿很浅。	not_entailment
基地很稳固。	该基地并非无能。	entailment
该基地并非无能。	基础很稳固。	not_entailment
预报结果不佳。	预报情况不佳。	entailment
预报情况不乐观。	预报结果不好。	not_entailment
维基百科很直接。	维基百科不是间接的。	entailment
维基百科不是间接的。	维基百科很直接。	not_entailment
范围很窄。	范围不大。	entailment
范围不大。	范围很窄。	not_entailment
前景不佳。	前景不容乐观。	entailment
前景不容乐观。	前景不佳。	not_entailment
土壤肥沃。	土壤并不贫瘠。	entailment
土壤并不贫瘠。	土壤肥沃。	not_entailment
这所学校很大。	这所学校不小。	entailment
这所学校不小。	这所学校很大。	not_entailment
这个内衣很漂亮。	这件内衣并不令人讨厌。	entailment
这件内衣并不令人讨厌。	这件内衣很漂亮。	not_entailment
咖啡不好喝。	咖啡不好喝。	entailment
咖啡不好喝。	咖啡不好喝。	not_entailment
政府很软弱。	政府力量不够强大。	entailment
政府不够强大。	政府很软弱。	not_entailment
皮肤很厚。	皮肤不薄。	entailment
皮肤不薄。	皮肤很厚。	not_entailment
这条路路况不好。	这条路不好。	entailment
这条路不好。	这条路不好。	not_entailment
这个补充剂很贵。	这个补充剂不便宜。	entailment
这个补充剂不便宜。	这个补充剂很贵。	not_entailment
尾巴很长。	尾巴不短。	entailment
尾巴不短。	尾巴很长。	not_entailment
生态环境恶劣。	栖息地并不丰富。	entailment
栖息地并不丰富。	生态环境恶劣。	not_entailment
美元疲软。	美元并不强势。	entailment
美元不强势。	美元疲软。	not_entailment
这位首席执行官是新上任的。	这位首席执行官年纪不大。	entailment
这位CEO还年轻。	这位CEO是新上任的。	not_entailment
硬件很昂贵。	这个硬件不便宜。	entailment
这个硬件不便宜。	硬件很昂贵。	not_entailment
这个谜题很简单。	这个谜题并不复杂。	entailment
这个谜题并不复杂。	这个谜题很简单。	not_entailment
深邃之处，其深无尽。	深不见底。	entailment
深不见底。	深渊乃深不可测。	not_entailment
这个组合很糟糕。	这个组合不好。	entailment
这个组合不好。	这个组合不好。	not_entailment
